,id_jugador,id_pais_jugador,id_pais_contra,fecha_partido,posicion,minutos_jugados
1478,,,,,,22
1479,,,,,,30
1480,,,,,,27
1481,,,,,,64
1482,,,,,,69
1483,,,,,,15
1484,,,,,,1
1485,,,,,,7
1486,,,,,,45
1487,,,,,,82
1488,,,,,,45
1489,,,,,,90
1490,,,,,,35
1491,,,,,,90
1492,,,,,,45
1493,,,,,,90
1494,,,,,,82
1495,,,,,,90
1496,,,,,,90
1497,,,,,,90
1498,,,,,,71
1499,,,,,,81
1500,,,,,,61
1501,,,,,,79
1502,,,,,,90
1503,,,,,,80
1504,,,,,,90
1505,,,,,,5
1506,,,,,,9
1507,,,,,,90
1508,,,,,,45
1509,,,,,,20
1510,,,,,,5
1511,,,,,,22
1512,,,,,,90
1513,,,,,,78
1514,,,,,,27
1515,,,,,,90
1516,,,,,,90
1517,,,,,,79
1518,,,,,,65
1519,,,,,,87
1520,,,,,,64
1521,,,,,,88
1522,,,,,,64
1523,,,,,,45
1524,,,,,,4
1525,,,,,,84
1526,,,,,,45
1527,,,,,,50
1528,,,,,,90
1529,,,,,,90
1530,,,,,,90
1531,,,,,,90
1532,,,,,,90
1533,,,,,,90
1534,,,,,,45
1535,,,,,,90
1536,,,,,,90
1537,,,,,,90
1538,,,,,,90
1539,,,,,,90
1540,,,,,,90
1541,,,,,,90
1542,,,,,,90
1543,,,,,,90
1544,,,,,,90
1545,,,,,,120
1546,,,,,,90
1547,,,,,,90
1548,,,,,,90
1549,,,,,,90
1550,,,,,,45
1551,,,,,,90
1552,,,,,,90
1553,,,,,,90
1554,,,,,,90
1555,,,,,,90
1556,,,,,,90
1557,,,,,,90
1558,,,,,,90
1559,,,,,,90
1560,,,,,,90
1561,,,,,,90
1562,,,,,,90
1563,,,,,,90
1564,,,,,,90
1565,,,,,,45
1566,,,,,,90
1567,,,,,,90
1568,,,,,,90
1569,,,,,,90
1570,,,,,,90
1571,,,,,,90
1572,,,,,,90
1573,,,,,,90
1574,,,,,,90
1575,,,,,,83
1576,,,,,,85
1577,,,,,,55
1578,,,,,,66
1579,,,,,,4
1580,,,,,,74
1581,,,,,,72
1582,,,,,,75
1583,,,,,,90
1584,,,,,,18
1585,,,,,,72
1586,,,,,,77
1587,,,,,,90
1588,,,,,,90
1589,,,,,,90
1590,,,,,,77
1591,,,,,,66
1592,,,,,,84
1593,,,,,,90
1594,,,,,,90
1595,,,,,,80
1596,,,,,,90
1597,,,,,,38
1598,,,,,,63
1599,,,,,,69
1600,,,,,,87
1601,,,,,,80
1602,,,,,,53
1603,,,,,,90
1604,,,,,,90
1605,,,,,,90
1606,,,,,,73
1607,,,,,,27
1608,,,,,,76
1609,,,,,,36
1610,,,,,,16
1611,,,,,,21
1612,,,,,,45
1613,,,,,,90
1614,,,,,,66
1615,,,,,,73
1616,,,,,,6
1617,,,,,,71
1618,,,,,,90
1619,,,,,,25
1620,,,,,,90
1621,,,,,,4
1622,,,,,,77
1623,,,,,,45
1624,,,,,,9
1625,,,,,,20
1626,,,,,,25
1627,,,,,,62
1628,,,,,,68
1629,,,,,,24
1630,,,,,,25
1631,,,,,,45
1632,,,,,,18
1633,,,,,,79
1634,,,,,,58
1635,,,,,,90
1636,,,,,,72
1637,,,,,,78
1638,,,,,,11
1639,,,,,,80
1640,,,,,,90
1641,,,,,,16
1642,,,,,,90
1643,,,,,,63
1644,,,,,,80
1645,,,,,,90
1646,,,,,,45
1647,,,,,,15
1648,,,,,,45
1649,,,,,,81
1650,,,,,,90
1651,,,,,,19
1652,,,,,,90
1653,,,,,,90
1654,,,,,,90
1655,,,,,,90
1656,,,,,,90
1657,,,,,,81
1658,,,,,,59
1659,,,,,,11
1660,,,,,,90
1661,,,,,,90
1662,,,,,,73
1663,,,,,,3
1664,,,,,,63
1665,,,,,,90
1666,,,,,,15
1667,,,,,,73
1668,,,,,,9
1669,,,,,,90
1670,,,,,,45
1671,,,,,,90
1672,,,,,,90
1673,,,,,,8
1674,,,,,,23
1675,,,,,,30
1676,,,,,,7
1677,,,,,,62
1678,,,,,,45
1679,,,,,,65
1680,,,,,,10
1681,,,,,,24
1682,,,,,,90
1683,,,,,,68
1684,,,,,,72
1685,,,,,,76
1686,,,,,,57
1687,,,,,,90
1688,,,,,,86
1689,,,,,,90
1690,,,,,,90
1691,,,,,,28
1692,,,,,,22
1693,,,,,,45
1694,,,,,,21
1695,,,,,,30
1696,,,,,,65
1697,,,,,,14
1698,,,,,,12
1699,,,,,,90
1700,,,,,,45
1701,,,,,,1
1702,,,,,,1
1703,,,,,,83
1704,,,,,,90
1705,,,,,,90
1706,,,,,,90
1707,,,,,,69
1708,,,,,,18
1709,,,,,,45
1710,,,,,,45
1711,,,,,,17
1712,,,,,,73
1713,,,,,,90
1714,,,,,,45
1715,,,,,,90
1716,,,,,,68
1717,,,,,,8
1718,,,,,,30
1719,,,,,,45
1720,,,,,,90
1721,,,,,,90
1722,,,,,,90
1723,,,,,,90
1724,,,,,,90
1725,,,,,,90
1726,,,,,,90
1727,,,,,,90
1728,,,,,,90
1729,,,,,,59
1730,,,,,,86
1731,,,,,,90
1732,,,,,,90
1733,,,,,,90
1734,,,,,,120
1735,,,,,,90
1736,,,,,,90
1737,,,,,,90
1738,,,,,,90
1739,,,,,,33
1740,,,,,,45
1741,,,,,,45
1742,,,,,,45
1743,,,,,,67
1744,,,,,,90
1745,,,,,,62
1746,,,,,,90
1747,,,,,,6
1748,,,,,,45
1749,,,,,,45
1750,,,,,,45
1751,,,,,,90
1752,,,,,,80
1753,,,,,,90
1754,,,,,,10
1755,,,,,,19
1756,,,,,,90
1757,,,,,,28
1758,,,,,,90
1759,,,,,,90
1760,,,,,,90
1761,,,,,,90
1762,,,,,,90
1763,,,,,,90
1764,,,,,,90
1765,,,,,,90
1766,,,,,,82
1767,,,,,,90
1768,,,,,,45
1769,,,,,,90
1770,,,,,,89
1771,,,,,,6
1772,,,,,,90
1773,,,,,,90
1774,,,,,,89
1775,,,,,,90
1776,,,,,,90
1777,,,,,,90
1778,,,,,,37
1779,,,,,,90
1780,,,,,,90
1781,,,,,,90
1782,,,,,,90
1783,,,,,,90
1784,,,,,,90
1785,,,,,,90
1786,,,,,,90
1787,,,,,,90
1788,,,,,,90
1789,,,,,,90
1790,,,,,,63
1791,,,,,,49
1792,,,,,,85
1793,,,,,,30
1794,,,,,,70
1795,,,,,,59
1796,,,,,,45
1797,,,,,,90
1798,,,,,,11
1799,,,,,,90
1800,,,,,,45
1801,,,,,,78
1802,,,,,,74
1803,,,,,,28
1804,,,,,,90
1805,,,,,,90
1806,,,,,,90
1807,,,,,,90
1808,,,,,,32
1809,,,,,,34
1810,,,,,,90
1811,,,,,,90
1812,,,,,,22
1813,,,,,,12
1814,,,,,,90
1815,,,,,,88
1816,,,,,,16
1817,,,,,,34
1818,,,,,,45
1819,,,,,,12
1820,,,,,,75
1821,,,,,,20
1822,,,,,,75
1823,,,,,,45
1824,,,,,,12
1825,,,,,,11
1826,,,,,,68
1827,,,,,,90
1828,,,,,,45
1829,,,,,,45
1830,,,,,,7
1831,,,,,,45
1832,,,,,,90
1833,,,,,,32
1834,,,,,,45
1835,,,,,,90
1836,,,,,,45
1837,,,,,,90
1838,,,,,,63
1839,,,,,,45
1840,,,,,,90
1841,,,,,,69
1842,,,,,,90
1843,,,,,,90
1844,,,,,,90
1845,,,,,,90
1846,,,,,,90
1847,,,,,,90
1848,,,,,,90
1849,,,,,,90
1850,,,,,,90
1851,,,,,,90
1852,,,,,,90
1853,,,,,,45
1854,,,,,,90
1855,,,,,,90
1856,,,,,,90
1857,,,,,,90
1858,,,,,,45
1859,,,,,,90
1860,,,,,,90
1861,,,,,,63
1862,,,,,,45
1863,,,,,,90
1864,,,,,,90
1865,,,,,,90
1866,,,,,,90
1867,,,,,,90
1868,,,,,,90
1869,,,,,,90
1870,,,,,,45
1871,,,,,,45
1872,,,,,,45
1873,,,,,,90
1874,,,,,,90
1875,,,,,,90
1876,,,,,,45
1877,,,,,,33
1878,,,,,,48
1879,,,,,,23
1880,,,,,,90
1881,,,,,,24
1882,,,,,,90
1883,,,,,,90
1884,,,,,,90
1885,,,,,,68
1886,,,,,,120
1887,,,,,,90
1888,,,,,,90
1889,,,,,,90
1890,,,,,,61
1891,,,,,,90
1892,,,,,,3
1893,,,,,,33
1894,,,,,,90
1895,,,,,,45
1896,,,,,,90
1897,,,,,,90
1898,,,,,,90
1899,,,,,,90
1900,,,,,,31
1901,,,,,,27
1902,,,,,,24
1903,,,,,,9
1904,,,,,,83
1905,,,,,,67
1906,,,,,,62
1907,,,,,,62
1908,,,,,,45
1909,,,,,,2
1910,,,,,,34
1911,,,,,,9
1912,,,,,,69
1913,,,,,,54
1914,,,,,,70
1915,,,,,,72
1916,,,,,,80
1917,,,,,,40
1918,,,,,,80
1919,,,,,,90
1920,,,,,,90
1921,,,,,,66
1922,,,,,,45
1923,,,,,,38
1924,,,,,,45
1925,,,,,,13
1926,,,,,,45
1927,,,,,,30
1928,,,,,,8
1929,,,,,,59
1930,,,,,,39
1931,,,,,,32
1932,,,,,,90
1933,,,,,,57
1934,,,,,,13
1935,,,,,,90
1936,,,,,,1
1937,,,,,,25
1938,,,,,,45
1939,,,,,,90
1940,,,,,,90
1941,,,,,,90
1942,,,,,,20
1943,,,,,,90
1944,,,,,,72
1945,,,,,,90
1946,,,,,,90
1947,,,,,,90
1948,,,,,,90
1949,,,,,,90
1950,,,,,,90
1951,,,,,,90
1952,,,,,,90
1953,,,,,,23
1954,,,,,,90
1955,,,,,,90
1956,,,,,,90
1957,,,,,,45
1958,,,,,,90
1959,,,,,,90
1960,,,,,,90
1961,,,,,,90
1962,,,,,,90
1963,,,,,,90
1964,,,,,,90
1965,,,,,,68
1966,,,,,,90
1967,,,,,,90
1968,,,,,,90
1969,,,,,,90
1970,,,,,,90
1971,,,,,,1
1972,,,,,,90
1973,,,,,,90
1974,,,,,,90
1975,,,,,,90
1976,,,,,,90
1977,,,,,,90
1978,,,,,,90
1979,,,,,,90
1980,,,,,,90
1981,,,,,,90
1982,,,,,,90
1983,,,,,,90
1984,,,,,,90
1985,,,,,,65
1986,,,,,,90
1987,,,,,,27
1988,,,,,,90
1989,,,,,,90
1990,,,,,,90
1991,,,,,,90
1992,,,,,,90
1993,,,,,,90
1994,,,,,,90
1995,,,,,,90
1996,,,,,,60
1997,,,,,,90
1998,,,,,,90
1999,,,,,,90
2000,,,,,,63
2001,,,,,,5
2002,,,,,,90
2003,,,,,,36
2004,,,,,,90
2005,,,,,,67
2006,,,,,,8
2007,,,,,,16
2008,,,,,,45
2009,,,,,,15
2010,,,,,,27
2011,,,,,,8
2012,,,,,,24
2013,,,,,,4
2014,,,,,,35
2015,,,,,,17
2016,,,,,,46
2017,,,,,,45
2018,,,,,,90
2019,,,,,,9
2020,,,,,,26
2021,,,,,,65
2022,,,,,,21
2023,,,,,,45
2024,,,,,,45
2025,,,,,,10
2026,,,,,,90
2027,,,,,,24
2028,,,,,,23
2029,,,,,,9
2030,,,,,,17
2031,,,,,,90
2032,,,,,,45
2033,,,,,,45
2034,,,,,,45
2035,,,,,,18
2036,,,,,,62
2037,,,,,,32
2038,,,,,,57
2039,,,,,,66
2040,,,,,,77
2041,,,,,,90
2042,,,,,,90
2043,,,,,,90
2044,,,,,,90
2045,,,,,,90
2046,,,,,,9
2047,,,,,,23
2048,,,,,,28
2049,,,,,,75
2050,,,,,,90
2051,,,,,,65
2052,,,,,,36
2053,,,,,,90
2054,,,,,,17
2055,,,,,,67
2056,,,,,,72
2057,,,,,,45
2058,,,,,,90
2059,,,,,,29
2060,,,,,,90
2061,,,,,,90
2062,,,,,,23
2063,,,,,,63
2064,,,,,,64
2065,,,,,,90
2066,,,,,,90
2067,,,,,,68
2068,,,,,,90
2069,,,,,,90
2070,,,,,,90
2071,,,,,,90
2072,,,,,,90
2073,,,,,,45
2074,,,,,,90
2075,,,,,,90
2076,,,,,,90
2077,,,,,,90
2078,,,,,,11
2079,,,,,,90
2080,,,,,,38
2081,,,,,,90
2082,,,,,,90
2083,,,,,,90
2084,,,,,,90
2085,,,,,,45
2086,,,,,,90
2087,,,,,,41
2088,,,,,,90
2089,,,,,,90
2090,,,,,,90
2091,,,,,,90
2092,,,,,,90
2093,,,,,,66
2094,,,,,,90
2095,,,,,,90
2096,,,,,,90
2097,,,,,,90
2098,,,,,,90
2099,,,,,,5
2100,,,,,,90
2101,,,,,,90
2102,,,,,,81
2103,,,,,,18
2104,,,,,,89
2105,,,,,,88
2106,,,,,,84
2107,,,,,,69
2108,,,,,,88
2109,,,,,,81
2110,,,,,,64
2111,,,,,,85
2112,,,,,,45
2113,,,,,,32
2114,,,,,,90
2115,,,,,,83
2116,,,,,,90
2117,,,,,,90
2118,,,,,,77
2119,,,,,,90
2120,,,,,,75
2121,,,,,,90
2122,,,,,,14
2123,,,,,,90
2124,,,,,,45
2125,,,,,,74
2126,,,,,,82
2127,,,,,,18
2128,,,,,,90
2129,,,,,,90
2130,,,,,,70
2131,,,,,,76
2132,,,,,,14
2133,,,,,,24
2134,,,,,,90
2135,,,,,,90
2136,,,,,,120
2137,,,,,,69
2138,,,,,,78
2139,,,,,,22
2140,,,,,,69
2141,,,,,,77
2142,,,,,,90
2143,,,,,,45
2144,,,,,,90
2145,,,,,,34
2146,,,,,,17
2147,,,,,,62
2148,,,,,,31
2149,,,,,,85
2150,,,,,,69
2151,,,,,,62
2152,,,,,,88
2153,,,,,,90
2154,,,,,,90
2155,,,,,,90
2156,,,,,,90
2157,,,,,,90
2158,,,,,,90
2159,,,,,,90
2160,,,,,,90
2161,,,,,,80
2162,,,,,,80
2163,,,,,,90
2164,,,,,,90
2165,,,,,,17
2166,,,,,,90
2167,,,,,,90
2168,,,,,,27
2169,,,,,,17
2170,,,,,,86
2171,,,,,,19
2172,,,,,,16
2173,,,,,,90
2174,,,,,,42
2175,,,,,,1
2176,,,,,,23
2177,,,,,,90
2178,,,,,,19
2179,,,,,,12
2180,,,,,,90
2181,,,,,,90
2182,,,,,,61
2183,,,,,,59
2184,,,,,,45
2185,,,,,,30
2186,,,,,,90
2187,,,,,,67
2188,,,,,,23
2189,,,,,,45
2190,,,,,,45
2191,,,,,,90
2192,,,,,,28
2193,,,,,,65
2194,,,,,,26
2195,,,,,,45
2196,,,,,,76
2197,,,,,,120
2198,,,,,,69
2199,,,,,,73
2200,,,,,,18
2201,,,,,,76
2202,,,,,,28
2203,,,,,,67
2204,,,,,,20
2205,,,,,,59
2206,,,,,,90
2207,,,,,,22
2208,,,,,,22
2209,,,,,,17
2210,,,,,,90
2211,,,,,,18
2212,,,,,,23
2213,,,,,,9
2214,,,,,,21
2215,,,,,,45
2216,,,,,,7
2217,,,,,,18
2218,,,,,,75
2219,,,,,,17
2220,,,,,,63
2221,,,,,,28
2222,,,,,,83
2223,,,,,,7
2224,,,,,,45
2225,,,,,,35
2226,,,,,,45
2227,,,,,,90
2228,,,,,,13
2229,,,,,,20
2230,,,,,,62
2231,,,,,,90
2232,,,,,,21
2233,,,,,,32
2234,,,,,,28
2235,,,,,,3
2236,,,,,,21
2237,,,,,,90
2238,,,,,,57
2239,,,,,,66
2240,,,,,,24
2241,,,,,,60
2242,,,,,,13
2243,,,,,,24
2244,,,,,,90
2245,,,,,,67
2246,,,,,,27
2247,,,,,,45
2248,,,,,,29
2249,,,,,,14
2250,,,,,,25
2251,,,,,,19
2252,,,,,,10
2253,,,,,,13
2254,,,,,,45
2255,,,,,,15
2256,,,,,,12
2257,,,,,,58
2258,,,,,,45
2259,,,,,,90
2260,,,,,,64
2261,,,,,,63
2262,,,,,,1
2263,,,,,,85
2264,,,,,,45
2265,,,,,,29
2266,,,,,,24
2267,,,,,,62
2268,,,,,,28
2269,,,,,,22
2270,,,,,,31
2271,,,,,,19
2272,,,,,,3
2273,,,,,,11
2274,,,,,,22
2275,,,,,,8
2276,,,,,,71
2277,,,,,,31
2278,,,,,,45
2279,,,,,,45
2280,,,,,,68
2281,,,,,,32
2282,,,,,,45
2283,,,,,,45
2284,,,,,,19
2285,,,,,,45
2286,,,,,,76
2287,,,,,,90
2288,,,,,,90
2289,,,,,,90
2290,,,,,,90
2291,,,,,,30
2292,,,,,,45
2293,,,,,,5
2294,,,,,,33
2295,,,,,,89
2296,,,,,,90
2297,,,,,,54
2298,,,,,,90
2299,,,,,,34
2300,,,,,,68
2301,,,,,,78
2302,,,,,,90
2303,,,,,,18
2304,,,,,,74
2305,,,,,,71
2306,,,,,,90
2307,,,,,,90
2308,,,,,,29
2309,,,,,,84
2310,,,,,,25
2311,,,,,,65
2312,,,,,,7
2313,,,,,,45
2314,,,,,,71
2315,,,,,,84
2316,,,,,,33
2317,,,,,,88
2318,,,,,,12
2319,,,,,,27
2320,,,,,,6
2321,,,,,,29
2322,,,,,,26
2323,,,,,,90
2324,,,,,,90
2325,,,,,,90
2326,,,,,,90
2327,,,,,,90
2328,,,,,,85
2329,,,,,,90
2330,,,,,,80
2331,,,,,,13
2332,,,,,,90
2333,,,,,,90
2334,,,,,,90
2335,,,,,,20
2336,,,,,,20
2337,,,,,,65
2338,,,,,,19
2339,,,,,,27
2340,,,,,,9
2341,,,,,,63
2342,,,,,,6
2343,,,,,,1
2344,,,,,,71
2345,,,,,,5
2346,,,,,,9
2347,,,,,,90
2348,,,,,,8
2349,,,,,,1
2350,,,,,,17
2351,,,,,,1
2352,,,,,,26
2353,,,,,,90
2354,,,,,,14
2355,,,,,,45
2356,,,,,,67
2357,,,,,,90
2358,,,,,,90
2359,,,,,,11
2360,,,,,,13
2361,,,,,,82
2362,,,,,,1
2363,,,,,,45
2364,,,,,,10
2365,,,,,,90
2366,,,,,,1
2367,,,,,,85
2368,,,,,,19
2369,,,,,,30
2370,,,,,,90
2371,,,,,,90
2372,,,,,,90
2373,,,,,,90
2374,,,,,,90
2375,,,,,,90
2376,,,,,,90
2377,,,,,,90
2378,,,,,,90
2379,,,,,,90
2380,,,,,,90
2381,,,,,,90
2382,,,,,,90
2383,,,,,,90
2384,,,,,,90
2385,,,,,,45
2386,,,,,,45
2387,,,,,,80
2388,,,,,,90
2389,,,,,,27
2390,,,,,,29
2391,,,,,,32
2392,,,,,,90
2393,,,,,,21
2394,,,,,,90
2395,,,,,,20
2396,,,,,,80
2397,,,,,,76
2398,,,,,,19
2399,,,,,,29
2400,,,,,,9
2401,,,,,,1
2402,,,,,,77
2403,,,,,,90
2404,,,,,,90
2405,,,,,,87
2406,,,,,,70
2407,,,,,,16
2408,,,,,,69
2409,,,,,,62
2410,,,,,,90
2411,,,,,,82
2412,,,,,,76
2413,,,,,,83
2414,,,,,,90
2415,,,,,,90
2416,,,,,,90
2417,,,,,,72
2418,,,,,,22
2419,,,,,,41
2420,,,,,,30
2421,,,,,,74
2422,,,,,,32
2423,,,,,,9
2424,,,,,,6
2425,,,,,,81
2426,,,,,,90
2427,,,,,,77
2428,,,,,,6
2429,,,,,,31
2430,,,,,,90
2431,,,,,,79
2432,,,,,,37
2433,,,,,,33
2434,,,,,,33
2435,,,,,,90
2436,,,,,,90
2437,,,,,,90
2438,,,,,,25
2439,,,,,,90
2440,,,,,,6
2441,,,,,,19
2442,,,,,,6
2443,,,,,,3
2444,,,,,,28
2445,,,,,,31
2446,,,,,,3
2447,,,,,,28
2448,,,,,,11
2449,,,,,,90
2450,,,,,,25
2451,,,,,,28
2452,,,,,,6
2453,,,,,,25
2454,,,,,,45
2455,,,,,,7
2456,,,,,,5
2457,,,,,,5
2458,,,,,,34
2459,,,,,,27
2460,,,,,,90
2461,,,,,,85
2462,,,,,,12
2463,,,,,,55
2464,,,,,,5
2465,,,,,,11
2466,,,,,,1
2467,,,,,,45
2468,,,,,,6
2469,,,,,,90
2470,,,,,,56
2471,,,,,,120
2472,,,,,,90
2473,,,,,,63
2474,,,,,,90
2475,,,,,,70
2476,,,,,,90
2477,,,,,,90
2478,,,,,,56
2479,,,,,,7
2480,,,,,,90
2481,,,,,,45
2482,,,,,,45
2483,,,,,,90
2484,,,,,,85
2485,,,,,,75
2486,,,,,,85
2487,,,,,,85
2488,,,,,,90
2489,,,,,,90
2490,,,,,,85
2491,,,,,,90
2492,,,,,,93
2493,,,,,,60
2494,,,,,,75
2495,,,,,,90
2496,,,,,,90
2497,,,,,,90
2498,,,,,,90
2499,,,,,,90
2500,,,,,,90
2501,,,,,,31
2502,,,,,,77
2503,,,,,,19
2504,,,,,,37
2505,,,,,,45
2506,,,,,,81
2507,,,,,,45
2508,,,,,,90
2509,,,,,,90
2510,,,,,,72
2511,,,,,,90
2512,,,,,,90
2513,,,,,,90
2514,,,,,,90
2515,,,,,,86
2516,,,,,,90
2517,,,,,,90
2518,,,,,,90
2519,,,,,,12
2520,,,,,,90
2521,,,,,,13
2522,,,,,,90
2523,,,,,,90
2524,,,,,,25
2525,,,,,,90
2526,,,,,,90
2527,,,,,,90
2528,,,,,,90
2529,,,,,,90
2530,,,,,,90
2531,,,,,,90
2532,,,,,,90
2533,,,,,,90
2534,,,,,,90
2535,,,,,,90
2536,,,,,,90
2537,,,,,,90
2538,,,,,,78
2539,,,,,,90
2540,,,,,,90
2541,,,,,,82
2542,,,,,,90
2543,,,,,,90
2544,,,,,,90
2545,,,,,,90
2546,,,,,,13
2547,,,,,,1
2548,,,,,,90
2549,,,,,,87
2550,,,,,,16
2551,,,,,,90
2552,,,,,,18
2553,,,,,,90
2554,,,,,,45
2555,,,,,,90
2556,,,,,,90
2557,,,,,,45
2558,,,,,,25
2559,,,,,,63
2560,,,,,,45
2561,,,,,,10
2562,,,,,,45
2563,,,,,,45
2564,,,,,,45
2565,,,,,,90
2566,,,,,,65
2567,,,,,,90
2568,,,,,,90
2569,,,,,,1
2570,,,,,,90
2571,,,,,,90
2572,,,,,,90
2573,,,,,,45
2574,,,,,,90
2575,,,,,,90
2576,,,,,,90
2577,,,,,,90
2578,,,,,,45
2579,,,,,,45
2580,,,,,,90
2581,,,,,,55
2582,,,,,,73
2583,,,,,,90
2584,,,,,,79
2585,,,,,,90
2586,,,,,,89
2587,,,,,,90
2588,,,,,,90
2589,,,,,,56
2590,,,,,,90
2591,,,,,,90
2592,,,,,,90
2593,,,,,,90
2594,,,,,,90
2595,,,,,,90
2596,,,,,,90
2597,,,,,,90
2598,,,,,,24
2599,,,,,,90
2600,,,,,,12
2601,,,,,,45
2602,,,,,,90
2603,,,,,,90
2604,,,,,,45
2605,,,,,,64
2606,,,,,,90
2607,,,,,,56
2608,,,,,,72
2609,,,,,,45
2610,,,,,,1
2611,,,,,,5
2612,,,,,,52
2613,,,,,,13
2614,,,,,,30
2615,,,,,,13
2616,,,,,,25
2617,,,,,,33
2618,,,,,,72
2619,,,,,,90
2620,,,,,,90
2621,,,,,,90
2622,,,,,,90
2623,,,,,,90
2624,,,,,,90
2625,,,,,,90
2626,,,,,,90
2627,,,,,,90
2628,,,,,,90
2629,,,,,,45
2630,,,,,,90
2631,,,,,,90
2632,,,,,,90
2633,,,,,,90
2634,,,,,,90
2635,,,,,,90
2636,,,,,,90
2637,,,,,,23
2638,,,,,,80
2639,,,,,,82
2640,,,,,,5
2641,,,,,,15
2642,,,,,,65
2643,,,,,,6
2644,,,,,,35
2645,,,,,,23
2646,,,,,,60
2647,,,,,,3
2648,,,,,,67
2649,,,,,,82
2650,,,,,,75
2651,,,,,,82
2652,,,,,,45
2653,,,,,,74
2654,,,,,,69
2655,,,,,,15
2656,,,,,,45
2657,,,,,,6
2658,,,,,,31
2659,,,,,,59
2660,,,,,,9
2661,,,,,,83
2662,,,,,,90
2663,,,,,,19
2664,,,,,,1
2665,,,,,,8
2666,,,,,,83
2667,,,,,,90
2668,,,,,,81
2669,,,,,,30
2670,,,,,,45
2671,,,,,,45
2672,,,,,,6
2673,,,,,,69
2674,,,,,,65
2675,,,,,,90
2676,,,,,,83
2677,,,,,,90
2678,,,,,,26
2679,,,,,,83
2680,,,,,,82
2681,,,,,,45
2682,,,,,,3
2683,,,,,,14
2684,,,,,,1
2685,,,,,,34
2686,,,,,,27
2687,,,,,,31
2688,,,,,,87
2689,,,,,,67
2690,,,,,,62
2691,,,,,,80
2692,,,,,,90
2693,,,,,,45
2694,,,,,,79
2695,,,,,,26
2696,,,,,,45
2697,,,,,,13
2698,,,,,,58
2699,,,,,,7
2700,,,,,,90
2701,,,,,,45
2702,,,,,,62
2703,,,,,,1
2704,,,,,,45
2705,,,,,,90
2706,,,,,,90
2707,,,,,,90
2708,,,,,,90
2709,,,,,,90
2710,,,,,,13
2711,,,,,,90
2712,,,,,,90
2713,,,,,,90
2714,,,,,,90
2715,,,,,,75
2716,,,,,,90
2717,,,,,,90
2718,,,,,,64
2719,,,,,,90
2720,,,,,,90
2721,,,,,,45
2722,,,,,,90
2723,,,,,,90
2724,,,,,,90
2725,,,,,,90
2726,,,,,,90
2727,,,,,,45
2728,,,,,,1
2729,,,,,,90
2730,,,,,,24
2731,,,,,,23
2732,,,,,,5
2733,,,,,,15
2734,,,,,,16
2735,,,,,,90
2736,,,,,,45
2737,,,,,,90
2738,,,,,,45
2739,,,,,,45
2740,,,,,,45
2741,,,,,,90
2742,,,,,,90
2743,,,,,,9
2744,,,,,,45
2745,,,,,,29
2746,,,,,,68
2747,,,,,,79
2748,,,,,,22
2749,,,,,,33
2750,,,,,,23
2751,,,,,,89
2752,,,,,,84
2753,,,,,,79
2754,,,,,,90
2755,,,,,,81
2756,,,,,,45
2757,,,,,,58
2758,,,,,,56
2759,,,,,,32
2760,,,,,,45
2761,,,,,,1
2762,,,,,,8
2763,,,,,,62
2764,,,,,,90
2765,,,,,,45
2766,,,,,,18
2767,,,,,,54
2768,,,,,,90
2769,,,,,,28
2770,,,,,,45
2771,,,,,,45
2772,,,,,,31
2773,,,,,,7
2774,,,,,,30
2775,,,,,,24
2776,,,,,,57
2777,,,,,,89
2778,,,,,,87
2779,,,,,,45
2780,,,,,,64
2781,,,,,,80
2782,,,,,,90
2783,,,,,,45
2784,,,,,,90
2785,,,,,,5
2786,,,,,,45
2787,,,,,,45
2788,,,,,,6
2789,,,,,,67
2790,,,,,,25
2791,,,,,,45
2792,,,,,,45
2793,,,,,,26
2794,,,,,,21
2795,,,,,,59
2796,,,,,,45
2797,,,,,,1
2798,,,,,,23
2799,,,,,,45
2800,,,,,,84
2801,,,,,,23
2802,,,,,,64
2803,,,,,,69
2804,,,,,,90
2805,,,,,,58
2806,,,,,,84
2807,,,,,,90
2808,,,,,,90
2809,,,,,,28
2810,,,,,,45
2811,,,,,,29
2812,,,,,,45
2813,,,,,,11
2814,,,,,,90
2815,,,,,,90
2816,,,,,,90
2817,,,,,,90
2818,,,,,,64
2819,,,,,,62
2820,,,,,,90
2821,,,,,,90
2822,,,,,,90
2823,,,,,,90
2824,,,,,,4
2825,,,,,,58
2826,,,,,,81
2827,,,,,,90
2828,,,,,,90
2829,,,,,,90
2830,,,,,,62
2831,,,,,,21
2832,,,,,,61
2833,,,,,,21
2834,,,,,,30
2835,,,,,,90
2836,,,,,,31
2837,,,,,,32
2838,,,,,,1
2839,,,,,,45
2840,,,,,,58
2841,,,,,,33
2842,,,,,,90
2843,,,,,,90
2844,,,,,,11
2845,,,,,,73
2846,,,,,,5
2847,,,,,,45
2848,,,,,,24
2849,,,,,,2
2850,,,,,,90
2851,,,,,,45
2852,,,,,,28
2853,,,,,,90
2854,,,,,,90
2855,,,,,,90
2856,,,,,,29
2857,,,,,,90
2858,,,,,,90
2859,,,,,,90
2860,,,,,,90
2861,,,,,,20
2862,,,,,,21
2863,,,,,,10
2864,,,,,,1
2865,,,,,,28
2866,,,,,,22
2867,,,,,,8
2868,,,,,,67
2869,,,,,,45
2870,,,,,,45
2871,,,,,,90
2872,,,,,,8
