id_club_tfmk
833
982
8827
3327
6251
3776
271
4494
675
730
2259
967
19215
2535
1851
21253
521
19781
24078
6764
301
7769
29831
40812
455
54585
1007
6429
952
40843
8818
41278
9465
58049
12680
11390
301
40812
7769
29831
13499
312
8818
54585
40843
21475
58049
952
8104
12680
41278
33966
301
29831
40812
7769
312
13499
33966
8818
8104
54585
40843
37239
58049
15945
301
13499
312
29831
8715
7769
40812
16650
15945
40843
8818
9465
36590
33966
301
13499
9465
7769
312
8715
29831
40812
455
16650
8818
6429
4959
15945
33966
8104
4687
8687
301
13499
9465
312
7769
8715
8174
4959
29831
4687
15945
6429
8818
8104
36593
8687
31304
36590
301
7769
312
7074
455
10442
1007
8174
6429
4959
8715
8104
13499
4688
16650
4687
6425
28835
501
195
687
1100
1293
239
353
3837
10217
2761
2817
1058
6399
4309
21101
23184
501
195
687
1100
1293
239
353
3837
10217
2761
2817
1058
6399
4309
21101
23184
195
10217
687
2817
1100
76
1274
353
1058
21101
2761
1293
501
11338
13519
239
195
1100
687
76
10217
1274
2761
1058
21101
267
5619
239
11338
501
2817
6399
195
687
2817
1058
1100
76
1274
10217
5619
2761
501
1293
353
239
2038
267
195
687
2817
1100
2761
5619
76
1058
239
13025
2038
353
10217
1274
267
501
195
76
353
1293
687
1100
239
5619
2817
1058
2761
3837
1274
13025
632
2038
195
687
76
1293
353
2817
5619
239
1100
2761
1058
632
10217
13025
267
2038
419
447
327
144
11194
24575
999
599
223
2362
419
447
327
144
24575
11194
599
223
999
2362
419
447
144
327
11194
24575
918
2362
599
999
419
447
144
327
11194
24575
918
2362
999
11083
419
144
447
420
11194
2362
999
918
327
5107
419
144
447
11194
420
999
327
2362
2566
5107
419
447
144
420
11194
999
2362
2566
327
485
419
447
144
2362
223
327
10314
314
5107
599
420
11194
999
918
2566
485
496
1109
1059
1044
272
1101
801
7945
2844
3654
1092
2719
5202
3622
7009
1011
496
272
1044
1101
1109
2844
1059
801
7945
3654
1092
3641
3622
2719
1011
10507
496
272
1044
1059
2844
699
1109
3654
1101
801
9614
2843
7945
8877
1056
5196
496
801
1059
1044
272
1109
2844
1056
1101
3654
7945
9614
2719
3641
1011
10507
496
272
1044
2844
1101
1109
3654
1059
801
9614
1056
23302
7945
2843
701
1092
496
801
272
3654
1109
1044
1059
2844
1056
1101
8877
9614
2843
7411
1011
7945
496
801
1101
1109
272
699
3654
1044
2844
4414
6139
1011
1056
8042
6441
11127
1124
11121
3243
10688
2374
16594
3714
4057
12065
3719
6432
1186
2741
3690
5287
14589
618
347
40
738
750
1416
10004
1162
1160
855
1423
2969
595
11273
1290
30204
3166
7124
1161
1080
415
1416
1095
1423
3524
855
1162
750
10004
738
1161
1147
1159
290
1175
1290
11273
3166
35012
9202
8047
602
49149
40090
32832
23559
347
1095
1158
3911
826
738
290
750
3524
10004
1159
1423
1175
1161
1290
10868
1154
1147
3558
10867
602
8047
32832
5228
31409
43408
40090
43957
602
8047
5228
32832
40090
31409
43957
43408
602
32832
8047
3850
23560
5228
33279
23559
5970
30739
602
3850
8047
23559
23562
23560
5970
5228
31229
30739
282
6808
3900
628
2573
1242
7569
1014
43452
9544
43532
11100
282
6808
3900
628
2573
1242
43532
11100
7569
1014
3451
5405
41
3
89
127
269
35
129
2036
80
4795
10
105
109
254
65
94
187
52
282
6808
2573
1242
33627
47286
11040
43452
765
5405
43532
9544
282
2573
6808
5405
1242
11040
11215
47286
33627
765
36515
22262
282
6808
2573
1242
11215
5405
765
628
3900
22262
29736
6804
11040
8577
14621
6807
293
80
94
254
10
83
25
129
44
2
3
35
23
80
72
52
89
25
293
4795
129
94
127
83
109
254
24
65
38
35
72
25
80
52
129
127
48
23
4795
8
293
89
94
30
2573
282
3900
1242
11215
6808
628
5405
765
24197
14621
3451
6807
6804
9544
9860
2573
1242
3900
282
6808
11215
765
14621
5405
628
6804
3451
6801
24197
6807
8577
1180
7964
14178
6131
713
36755
6423
17959
10694
8563
72822
23664
17224
10695
4394
27238
10695
713
1180
14178
6423
7964
36755
6131
10694
23664
8563
27238
27204
3886
17224
366
3302
1244
12321
9899
2448
5358
1533
142
472
1084
2497
13222
648
4032
16486
7077
13241
16575
11596
1536
11000
714
3302
237
12321
1244
367
2448
142
472
1084
13222
16486
648
2497
7077
4032
1532
2502
24420
11000
11596
11422
2464
2448
366
367
16795
331
5358
8519
2687
993
3302
4542
5648
11000
2497
142
1532
2296
34559
648
11596
13225
713
10695
6131
1180
63130
23664
14178
6423
36755
27204
7964
17959
10694
27238
17224
61766
713
1180
10695
6131
7964
10694
36755
23664
17959
14178
27238
29525
6423
73273
4363
27204
3368
3709
12321
8519
367
366
3302
2497
237
993
5648
11596
648
2296
142
2687
5358
1531
11000
13225
13222
34148
713
1180
7964
10695
3886
23664
19726
17959
14178
27238
8563
6131
36755
6423
29525
46070
366
3302
142
1531
993
237
331
6688
1244
1101
801
272
496
699
3654
