id_jugador,nombre,url_jugador,nombre_tfmk,fecha_nacimiento,edad,id_pais,altura,posicion,id_club_anterior,pie,fecha_fichaje,id_club,id_temporada,foto_jugador
716423,Emanuel,/emanuel/profil/spieler/716423,emanuel,10/11/2001,22,5,-,Portero,28633, ,01/07/2022,100967,2023,716423
208437,Tete,/tete/profil/spieler/208437,tete,01/12/1993,30,5,-,Portero,26326, ,01/08/2023,100967,2023,208437
730801,Patrick Hiago,/patrick-hiago/profil/spieler/730801,patrick-hiago,21/01/1992,32,26,1.90,Defensa central,64780,derecho,31/01/2024,100967,2023,730801
75945,Miguel Ruiz,/miguel-ruiz/profil/spieler/75945,miguel-ruiz,16/07/1982,41,157,1.82,Defensa central,62573,derecho,25/08/2023,100967,2023,75945
564783,Christian Fernandes,/christian-fernandes/profil/spieler/564783,christian-fernandes,03/06/1998,26,5,-,Defensa central,75, ,01/07/2022,100967,2023,564783
1012113,Oriol Vales,/oriol-vales/profil/spieler/1012113,oriol-vales,23/12/1997,26,5,-,Defensa central,70955, ,01/07/2022,100967,2023,1012113
724631,Iker Álvarez,/iker-alvarez/profil/spieler/724631,iker-alvarez,16/09/2003,20,5,-,Lateral izquierdo,77235, ,31/08/2023,100967,2023,724631
956121,Marco da Silva,/marco-da-silva/profil/spieler/956121,marco-da-silva,01/01/2003,21,5,-,Lateral izquierdo,77235, ,01/08/2023,100967,2023,956121
388511,Javi López,/javi-lopez/profil/spieler/388511,javi-lopez,21/04/1990,34,157,1.80,Lateral izquierdo,515,izquierdo,01/02/2024,100967,2023,388511
408547,Rui Beja,/rui-beja/profil/spieler/408547,rui-beja,14/04/1993,31,136,1.76,Lateral derecho,10854,derecho,01/07/2022,100967,2023,408547
865135,Benet Ferrín,/benet-ferrin/profil/spieler/865135,benet-ferrin,17/07/2000,23,5,-,Lateral derecho,46725, ,01/07/2023,100967,2023,865135
106246,Andreu Ramos,/andreu-ramos/profil/spieler/106246,andreu-ramos,19/01/1989,35,157,1.81,Lateral derecho,10854,derecho,01/08/2023,100967,2023,106246
956119,Hugo Ferreira,/hugo-ferreira/profil/spieler/956119,hugo-ferreira,12/07/2004,19,5,-,Pivote,70372, ,01/07/2023,100967,2023,956119
155908,Albert Ramírez,/albert-ramirez/profil/spieler/155908,albert-ramirez,05/02/1987,37,5,-,Pivote,70955, ,01/07/2022,100967,2023,155908
956103,Hugo Rodrigues,/hugo-rodrigues/profil/spieler/956103,hugo-rodrigues,28/04/2003,21,5,-,Mediocentro,46725,derecho,01/08/2023,100967,2023,956103
629532,Arnau Torrellas,/arnau-torrellas/profil/spieler/629532,arnau-torrellas,27/06/2002,22,5,-,Mediocentro,515,derecho,31/08/2023,100967,2023,629532
198644,Lluis Blanco,/lluis-blanco/profil/spieler/198644,lluis-blanco,15/01/1990,34,5,1.83,Mediocentro,26326, ,01/08/2023,100967,2023,198644
411986,Albert Grau,/albert-grau/profil/spieler/411986,albert-grau,07/07/1999,24,5,-,Mediocentro,105814, ,01/07/2022,100967,2023,411986
473064,Raul Fernandes,/raul-fernandes/profil/spieler/473064,raul-fernandes,15/06/2000,24,5,-,Mediocentro,41885, ,01/07/2022,100967,2023,473064
554194,Marc Joval,/marc-joval/profil/spieler/554194,marc-joval,13/03/1989,35,5,-,Mediocentro,70955, ,01/07/2022,100967,2023,554194
569751,Unai Cruz,/unai-cruz/profil/spieler/569751,unai-cruz,08/01/2002,22,5,1.78,Mediocentro,72919,derecho,01/01/2024,100967,2023,569751
1189218,Juanjo Moreno,/juanjo-moreno/profil/spieler/1189218,juanjo-moreno,18/07/1989,34,157,-,Mediocentro,85407, ,01/08/2022,100967,2023,1189218
473067,Brian Pubill,/brian-pubill/profil/spieler/473067,brian-pubill,26/07/2000,23,5,-,Extremo izquierdo,40270, ,01/08/2023,100967,2023,473067
943859,Alex Rente,/alex-rente/profil/spieler/943859,alex-rente,23/08/2004,19,5,-,Extremo izquierdo,34464, ,01/08/2023,100967,2023,943859
44150,Sergi Moreno,/sergi-moreno/profil/spieler/44150,sergi-moreno,25/11/1987,36,5,1.80,Extremo izquierdo,41916,izquierdo,01/01/2024,100967,2023,44150
649329,Gaby,/gaby/profil/spieler/649329,gaby,16/10/2000,23,5,-,Extremo derecho,26326, ,01/08/2023,100967,2023,649329
564572,Diego Nájera,/diego-najera/profil/spieler/564572,diego-najera,11/12/1994,29,110,1.78,Delantero centro,26326, ,01/08/2023,100967,2023,564572
569756,Joel Ferreira,/joel-ferreira/profil/spieler/569756,joel-ferreira,03/12/2003,20,5,-,Delantero centro,41885, ,01/01/2023,100967,2023,569756
938349,Rober,/rober/profil/spieler/938349,rober,19/09/1992,31,157,1.78,Delantero centro,64781,derecho,01/01/2024,100967,2023,938349
1229488,Tiago Lage,/tiago-lage/profil/spieler/1229488,tiago-lage,20/09/2003,20,5,-,Delantero centro,77235, ,01/01/2024,100967,2023,1229488
1227159,David Rodríguez,/david-rodriguez/profil/spieler/1227159,david-rodriguez,-,,5,-,Delantero centro,11910, ,01/01/2024,100967,2023,1227159
371167,André Alcaráz,/andre-alcaraz/profil/spieler/371167,andre-alcaraz,08/01/2000,24,110,1.85,Portero,515,izquierdo,01/03/2024,10741,2024,371167
1099836,Enzo Arocena,/enzo-arocena/profil/spieler/1099836,enzo-arocena,-,,9,-,Portero,24925, ,01/07/2023,10741,2024,1099836
1179447,Cesar Maneiro,/cesar-maneiro/profil/spieler/1179447,cesar-maneiro,08/04/1993,31,182,-,Portero,24925, ,01/08/2023,10741,2024,1179447
1218912,Xavier Martínez,/xavier-martinez/profil/spieler/1218912,xavier-martinez,-,,5,-,Portero,515, ,01/01/2024,10741,2024,1218912
1131071,Anwar Hernández,/anwar-hernandez/profil/spieler/1131071,anwar-hernandez,17/03/1995,29,110,1.86,Defensa,515, ,21/04/2024,10741,2024,1131071
564784,Chema Ramírez,/chema-ramirez/profil/spieler/564784,chema-ramirez,21/09/1995,28,110,1.91,Defensa central,84028,derecho,01/01/2024,10741,2024,564784
974934,Isaac Caracuel,/isaac-caracuel/profil/spieler/974934,isaac-caracuel,-,,157,-,Defensa central,64781, ,01/01/2024,10741,2024,974934
686422,Ángel Marchegiani,/angel-marchegiani/profil/spieler/686422,angel-marchegiani,14/02/1990,34,9,1.95,Defensa central,24925, ,01/01/2023,10741,2024,686422
744516,Hélder dos Santos,/helder-dos-santos/profil/spieler/744516,helder-dos-santos,01/01/2000,24,136,-,Defensa central,41886, ,01/01/2024,10741,2024,744516
1198880,Ariel Coury,/ariel-coury/profil/spieler/1198880,ariel-coury,02/05/1987,37,9,1.89,Defensa central,24925, ,01/07/2023,10741,2024,1198880
898749,Tobias Nkounkou,/tobias-nkounkou/profil/spieler/898749,tobias-nkounkou,23/11/2000,23,5,-,Defensa central,76916, ,01/07/2017,10741,2024,898749
554319,Rayco Rodriguez,/rayco-rodriguez/profil/spieler/554319,rayco-rodriguez,12/07/1989,35,157,1.72,Defensa central,100967, ,01/07/2023,10741,2024,554319
802856,David González,/david-gonzalez/profil/spieler/802856,david-gonzalez,09/07/1998,26,110,1.70,Lateral izquierdo,75,izquierdo,01/03/2024,10741,2024,802856
236699,David Andrade,/david-andrade/profil/spieler/236699,david-andrade,09/07/1993,31,110,1.68,Lateral izquierdo,515,izquierdo,21/04/2024,10741,2024,236699
166095,Jonathan Ferreira,/jonathan-ferreira/profil/spieler/166095,jonathan-ferreira,17/06/1993,31,5,-,Lateral derecho,24925,derecho,01/08/2022,10741,2024,166095
1191461,José Ramírez,/jose-ramirez/profil/spieler/1191461,jose-ramirez,-,,5,-,Centrocampista,100458, ,01/01/2024,10741,2024,1191461
193234,Kiko Girau,/kiko-girau/profil/spieler/193234,kiko-girau,03/06/1985,39,157,-,Mediocentro,515,derecho,01/01/2024,10741,2024,193234
1013918,Humberto Tavares,/humberto-tavares/profil/spieler/1013918,humberto-tavares,01/01/1999,25,5,-,Mediocentro,41886, ,01/07/2023,10741,2024,1013918
973929,Rafa Benito,/rafa-benito/profil/spieler/973929,rafa-benito,-,,5,-,Mediocentro,515, ,01/01/2024,10741,2024,973929
81381,Carlos Edu Peppe,/carlos-edu-peppe/profil/spieler/81381,carlos-edu-peppe,28/01/1983,41,5,1.71,Mediocentro ofensivo,-,derecho,01/01/2024,10741,2024,81381
67685,Marco Fabián,/marco-fabian/profil/spieler/67685,marco-fabian,21/07/1989,35,110,1.71,Mediocentro ofensivo,72899,derecho,01/04/2024,10741,2024,67685
973940,Carlitos González,/carlitos-gonzalez/profil/spieler/973940,carlitos-gonzalez,25/09/1991,32,110,1.76,Delantero centro,64781, ,01/01/2024,10741,2024,973940
760988,Armando León,/armando-leon/profil/spieler/760988,armando-leon,18/01/2000,24,110,1.89,Delantero centro,4941,derecho,21/04/2024,10741,2024,760988
791567,Raul,/raul/profil/spieler/791567,raul,18/08/2003,20,5,-,Delantero centro,41886, ,01/07/2023,10741,2024,791567
1234280,Jonathan Carbajal,/jonathan-carbajal/profil/spieler/1234280,jonathan-carbajal,-,,default,-,Delantero centro,-, ,,10741,2024,1234280
1102457,Henry Londero,/henry-londero/profil/spieler/1102457,henry-londero,02/09/1991,32,9,1.85,Delantero centro,100458, ,01/01/2024,10741,2024,1102457
379633,Adrià Muñoz,/adria-munoz/profil/spieler/379633,adria-munoz,13/05/1994,30,157,1.85,Portero,10854, ,01/07/2022,41916,2024,379633
625509,Ion Rodríguez,/ion-rodriguez/profil/spieler/625509,ion-rodriguez,28/08/2001,22,5,1.82,Portero,47420, ,08/08/2022,41916,2024,625509
119766,Jesús Coca,/jesus-coca/profil/spieler/119766,jesus-coca,22/05/1989,35,157,1.89,Portero,26326, ,31/08/2023,41916,2024,119766
650826,Camilo Puentes,/camilo-puentes/profil/spieler/650826,camilo-puentes,15/04/1998,26,83,1.85,Defensa central,28633,derecho,06/07/2024,41916,2024,650826
517723,Raul Feher,/raul-feher/profil/spieler/517723,raul-feher,12/03/1997,27,140,1.90,Defensa central,67751,izquierdo,07/01/2022,41916,2024,517723
689563,Álex Sánchez,/alex-sanchez/profil/spieler/689563,alex-sanchez,19/01/1992,32,157,1.91,Defensa central,10854, ,01/07/2024,41916,2024,689563
274556,Jilmar Torres,/jilmar-torres/profil/spieler/274556,jilmar-torres,18/05/1994,30,83,1.73,Lateral izquierdo,10854,izquierdo,01/07/2024,41916,2024,274556
176422,Adrià Gallego,/adria-gallego/profil/spieler/176422,adria-gallego,09/04/1990,34,157,1.84,Lateral derecho,515,derecho,30/01/2021,41916,2024,176422
506201,Viti Martínez,/viti-martinez/profil/spieler/506201,viti-martinez,25/05/1997,27,157,1.86,Mediocentro,515,ambidiestro,29/04/2022,41916,2024,506201
593376,Hamza Ryahi,/hamza-ryahi/profil/spieler/593376,hamza-ryahi,11/03/1994,30,157,1.75,Mediocentro,10854, ,01/07/2024,41916,2024,593376
143863,Martí Riverola,/marti-riverola/profil/spieler/143863,marti-riverola,26/01/1991,33,157,1.77,Mediocentro,64780,derecho,21/08/2023,41916,2024,143863
247897,Marc Caballé,/marc-caballe/profil/spieler/247897,marc-caballe,22/06/1991,33,157,1.85,Mediocentro,10907,izquierdo,26/01/2023,41916,2024,247897
263343,Víctor Alonso,/victor-alonso/profil/spieler/263343,victor-alonso,23/12/1994,29,157,1.83,Mediocentro ofensivo,10854, ,01/07/2024,41916,2024,263343
263858,Kilian Grant,/kilian-grant/profil/spieler/263858,kilian-grant,18/05/1994,30,157,1.80,Extremo izquierdo,10854,derecho,01/07/2023,41916,2024,263858
339122,Domi Berlanga,/domi-berlanga/profil/spieler/339122,domi-berlanga,06/05/1995,29,107,1.80,Extremo derecho,18446, ,31/08/2022,41916,2024,339122
263763,Ángel De la Torre,/angel-de-la-torre/profil/spieler/263763,angel-de-la-torre,04/11/1994,29,157,1.73,Extremo derecho,18458,izquierdo,01/07/2022,41916,2024,263763
649953,Joanet Lopez,/joanet-lopez/profil/spieler/649953,joanet-lopez,01/03/1999,25,8,1.77,Extremo derecho,515, ,29/09/2023,41916,2024,649953
254487,Jean Luc Assoubre,/jean-luc-assoubre/profil/spieler/254487,jean-luc-assoubre,08/08/1992,31,38,1.72,Extremo derecho,515,derecho,01/01/2023,41916,2024,254487
566875,Rafinha,/rafinha/profil/spieler/566875,rafinha,29/12/1997,26,157,1.75,Mediapunta,82058,derecho,01/07/2024,41916,2024,566875
802211,Guillaume Lopez,/guillaume-lopez/profil/spieler/802211,guillaume-lopez,30/01/1999,25,50,1.72,Delantero centro,64780, ,01/07/2024,41916,2024,802211
444569,Sascha Andreu,/sascha-andreu/profil/spieler/444569,sascha-andreu,12/08/1986,37,157,1.86,Delantero centro,6638, ,01/07/2022,41916,2024,444569
1194242,Adria Figueiredo,/adria-figueiredo/profil/spieler/1194242,adria-figueiredo,07/01/2007,17,5,-,Delantero,-, ,,41916,2024,1194242
208437,Tete,/tete/profil/spieler/208437,tete,01/12/1993,30,5,-,Portero,100967, ,01/07/2024,46725,2024,208437
564588,Nélson Teixeira,/nelson-teixeira/profil/spieler/564588,nelson-teixeira,04/04/1990,34,136,-,Portero,100967, ,01/07/2023,46725,2024,564588
1204063,Airon González,/airon-gonzalez/profil/spieler/1204063,airon-gonzalez,16/12/2001,22,5,-,Portero,62573, ,31/01/2024,46725,2024,1204063
1256600,William Bellefeuille,/william-bellefeuille/profil/spieler/1256600,william-bellefeuille,-,,184,-,Portero,85783, ,01/04/2024,46725,2024,1256600
1012114,Albert Cuadros,/albert-cuadros/profil/spieler/1012114,albert-cuadros,07/11/1992,31,5,-,Portero,100967, ,01/07/2023,46725,2024,1012114
1012113,Oriol Vales,/oriol-vales/profil/spieler/1012113,oriol-vales,23/12/1997,26,5,-,Defensa central,100967, ,01/01/2024,46725,2024,1012113
380313,Pedro Muñoz,/pedro-munoz/profil/spieler/380313,pedro-munoz,09/01/1988,36,157,1.82,Defensa central,515, ,01/08/2023,46725,2024,380313
564563,Joel Palau,/joel-palau/profil/spieler/564563,joel-palau,01/08/2000,24,5,-,Defensa central,10741, ,01/07/2023,46725,2024,564563
647509,Hugo Goncalves,/hugo-goncalves/profil/spieler/647509,hugo-goncalves,21/05/1991,33,136,-,Defensa central,100967, ,01/07/2023,46725,2024,647509
1102499,Andreu da Costa,/andreu-da-costa/profil/spieler/1102499,andreu-da-costa,05/06/1999,25,5,-,Lateral izquierdo,62573, ,01/04/2024,46725,2024,1102499
564566,Fran,/fran/profil/spieler/564566,fran,17/04/1990,34,157,-,Lateral derecho,100967, ,01/07/2023,46725,2024,564566
242559,Pedro Santos,/pedro-santos/profil/spieler/242559,pedro-santos,01/06/1993,31,157,1.73,Pivote,11910, ,01/07/2023,46725,2024,242559
801339,Jou Marques,/jou-marques/profil/spieler/801339,jou-marques,17/03/1995,29,5,-,Centrocampista,62573, ,01/07/2023,46725,2024,801339
1259021,Marc Rubio,/marc-rubio/profil/spieler/1259021,marc-rubio,09/12/2006,17,5,-,Centrocampista,46726, ,01/04/2024,46725,2024,1259021
1099804,Cristian Callejas,/cristian-callejas/profil/spieler/1099804,cristian-callejas,30/04/1996,28,83,1.72,Mediocentro,64781, ,01/07/2024,46725,2024,1099804
133624,Marc García,/marc-garcia/profil/spieler/133624,marc-garcia,21/03/1988,36,5,1.74,Lateral izquierdo,26326,izquierdo,01/08/2023,40270,2024,133624
293199,Aleix Viladot,/aleix-viladot/profil/spieler/293199,aleix-viladot,26/06/1997,27,5,1.77,Lateral derecho,62573,derecho,01/08/2023,40270,2024,293199
246027,Albert Reyes,/albert-reyes/profil/spieler/246027,albert-reyes,24/03/1996,28,5,1.74,Mediocentro,28633, ,05/01/2024,40270,2024,246027
1227043,Cristian Tidularu,/cristian-tidularu/profil/spieler/1227043,cristian-tidularu,12/01/1999,25,140,-,Extremo izquierdo,105821, ,01/07/2023,40270,2024,1227043
1191452,Dani Rubio,/dani-rubio/profil/spieler/1191452,dani-rubio,02/08/2004,20,5,-,Delantero centro,100458, ,10/01/2024,40270,2024,1191452
146432,Victor Silverio,/victor-silverio/profil/spieler/146432,victor-silverio,15/04/1997,27,5,1.85,Portero,62573, ,01/01/2023,84028,2024,146432
1069316,Luis Ferreiro,/luis-ferreiro/profil/spieler/1069316,luis-ferreiro,28/10/1988,35,9,1.85,Portero,40270, ,14/07/2023,84028,2024,1069316
568514,Marc Navarro,/marc-navarro/profil/spieler/568514,marc-navarro,14/04/1993,31,5,1.82,Portero,70955, ,01/07/2022,84028,2024,568514
197867,Alexandre Alfaiate,/alexandre-alfaiate/profil/spieler/197867,alexandre-alfaiate,17/08/1995,28,136,1.85,Defensa central,62573,derecho,01/01/2023,84028,2024,197867
84234,Emili Garcia,/emili-garcia/profil/spieler/84234,emili-garcia,11/01/1989,35,5,1.88,Defensa central,28633,izquierdo,18/01/2024,84028,2024,84234
1187077,Noé-Moise Atto,/noe-moise-atto/profil/spieler/1187077,noe-moise-atto,15/02/2003,21,50,1.88,Defensa central,111308,izquierdo,21/08/2023,84028,2024,1187077
1063818,Ezequiel Vargas,/ezequiel-vargas/profil/spieler/1063818,ezequiel-vargas,13/03/1996,28,9,1.70,Lateral izquierdo,62573,izquierdo,30/07/2024,84028,2024,1063818
313683,Tiago Portuga,/tiago-portuga/profil/spieler/313683,tiago-portuga,20/10/1991,32,26,1.79,Lateral izquierdo,28633,izquierdo,06/07/2023,84028,2024,313683
352577,Eric de Pablos,/eric-de-pablos/profil/spieler/352577,eric-de-pablos,08/03/1999,25,5,-,Lateral derecho,28633, ,27/07/2024,84028,2024,352577
44951,Jordi Rubio,/jordi-rubio/profil/spieler/44951,jordi-rubio,01/11/1987,36,5,1.73,Lateral derecho,26326,derecho,16/08/2023,84028,2024,44951
227601,Marc Rebés,/marc-rebes/profil/spieler/227601,marc-rebes,03/07/1994,30,5,1.75,Pivote,10854, ,01/08/2023,84028,2024,227601
1225733,Leonardo Salguero,/leonardo-salguero/profil/spieler/1225733,leonardo-salguero,21/02/1993,31,9,1.80,Centrocampista,64781, ,31/01/2024,84028,2024,1225733
711769,João Teixeira,/joao-teixeira/profil/spieler/711769,joao-teixeira,17/07/1996,28,5,1.80,Mediocentro,40270,derecho,04/07/2023,84028,2024,711769
996004,Gábor Pál­fi,/gabor-pal-fi/profil/spieler/996004,gabor-pal-fi,19/07/2004,20,178,1.80,Mediocentro,21275,derecho,15/07/2023,84028,2024,996004
865154,Aarón Fernández,/aaron-fernandez/profil/spieler/865154,aaron-fernandez,21/03/2001,23,5,-,Mediocentro,46725, ,12/07/2023,84028,2024,865154
329284,Fábio Serra,/fabio-serra/profil/spieler/329284,fabio-serra,24/08/1984,39,136,1.72,Extremo derecho,64780,derecho,29/07/2022,84028,2024,329284
618063,Lluis Martins Batista,/lluis-martins-batista/profil/spieler/618063,lluis-martins-batista,01/01/1998,26,26,-,Delantero centro,40270, ,01/07/2022,84028,2024,618063
730801,Patrick Hiago,/patrick-hiago/profil/spieler/730801,patrick-hiago,21/01/1992,32,26,1.90,Defensa central,64780,derecho,31/01/2024,100967,2024,730801
75945,Miguel Ruiz,/miguel-ruiz/profil/spieler/75945,miguel-ruiz,16/07/1982,42,157,1.82,Defensa central,62573,derecho,25/08/2023,100967,2024,75945
564783,Christian Fernandes,/christian-fernandes/profil/spieler/564783,christian-fernandes,03/06/1998,26,5,-,Defensa central,75, ,01/07/2022,100967,2024,564783
724631,Iker Álvarez,/iker-alvarez/profil/spieler/724631,iker-alvarez,16/09/2003,20,5,-,Lateral izquierdo,77235, ,31/08/2023,100967,2024,724631
956121,Marco da Silva,/marco-da-silva/profil/spieler/956121,marco-da-silva,01/01/2003,21,5,-,Lateral izquierdo,77235, ,01/08/2023,100967,2024,956121
388511,Javi López,/javi-lopez/profil/spieler/388511,javi-lopez,21/04/1990,34,157,1.80,Lateral izquierdo,515,izquierdo,01/02/2024,100967,2024,388511
408547,Rui Beja,/rui-beja/profil/spieler/408547,rui-beja,14/04/1993,31,136,1.76,Lateral derecho,10854,derecho,01/07/2022,100967,2024,408547
865135,Benet Ferrín,/benet-ferrin/profil/spieler/865135,benet-ferrin,17/07/2000,24,5,-,Lateral derecho,46725, ,01/07/2023,100967,2024,865135
956119,Hugo Ferreira,/hugo-ferreira/profil/spieler/956119,hugo-ferreira,12/07/2004,20,5,-,Pivote,70372, ,01/07/2023,100967,2024,956119
155908,Albert Ramírez,/albert-ramirez/profil/spieler/155908,albert-ramirez,05/02/1987,37,5,-,Pivote,70955, ,01/07/2022,100967,2024,155908
956103,Hugo Rodrigues,/hugo-rodrigues/profil/spieler/956103,hugo-rodrigues,28/04/2003,21,5,-,Mediocentro,46725,derecho,01/08/2023,100967,2024,956103
629532,Arnau Torrellas,/arnau-torrellas/profil/spieler/629532,arnau-torrellas,27/06/2002,22,5,-,Mediocentro,515,derecho,31/08/2023,100967,2024,629532
198644,Lluis Blanco,/lluis-blanco/profil/spieler/198644,lluis-blanco,15/01/1990,34,5,1.83,Mediocentro,26326, ,01/08/2023,100967,2024,198644
411986,Albert Grau,/albert-grau/profil/spieler/411986,albert-grau,07/07/1999,25,5,-,Mediocentro,105814, ,01/07/2022,100967,2024,411986
473064,Raul Fernandes,/raul-fernandes/profil/spieler/473064,raul-fernandes,15/06/2000,24,5,-,Mediocentro,41885, ,01/07/2022,100967,2024,473064
569751,Unai Cruz,/unai-cruz/profil/spieler/569751,unai-cruz,08/01/2002,22,5,1.78,Mediocentro,72919,derecho,01/01/2024,100967,2024,569751
411988,Roberto Gomes,/roberto-gomes/profil/spieler/411988,roberto-gomes,21/10/1999,24,5,-,Extremo izquierdo,84028, ,01/07/2024,100967,2024,411988
473067,Brian Pubill,/brian-pubill/profil/spieler/473067,brian-pubill,26/07/2000,24,5,-,Extremo izquierdo,40270, ,01/08/2023,100967,2024,473067
943859,Alex Rente,/alex-rente/profil/spieler/943859,alex-rente,23/08/2004,19,5,-,Extremo izquierdo,34464, ,01/08/2023,100967,2024,943859
44150,Sergi Moreno,/sergi-moreno/profil/spieler/44150,sergi-moreno,25/11/1987,36,5,1.80,Extremo izquierdo,41916,izquierdo,01/01/2024,100967,2024,44150
649329,Gaby,/gaby/profil/spieler/649329,gaby,16/10/2000,23,5,-,Extremo derecho,26326, ,01/08/2023,100967,2024,649329
564572,Diego Nájera,/diego-najera/profil/spieler/564572,diego-najera,11/12/1994,29,110,1.78,Delantero centro,26326, ,01/08/2023,100967,2024,564572
938349,Rober,/rober/profil/spieler/938349,rober,19/09/1992,31,157,1.78,Delantero centro,64781,derecho,01/01/2024,100967,2024,938349
1229488,Tiago Lage,/tiago-lage/profil/spieler/1229488,tiago-lage,20/09/2003,20,5,-,Delantero centro,77235, ,01/01/2024,100967,2024,1229488
1208080,Pablo Diaz,/pablo-diaz/profil/spieler/1208080,pablo-diaz,27/06/2002,22,9,1.80,Mediocentro,64779,derecho,01/07/2024,46725,2024,1208080
585528,Leandro Fernandes,/leandro-fernandes/profil/spieler/585528,leandro-fernandes,06/11/1995,28,5,-,Mediocentro,77235, ,01/07/2022,46725,2024,585528
1189218,Juanjo Moreno,/juanjo-moreno/profil/spieler/1189218,juanjo-moreno,18/07/1989,35,157,-,Mediocentro,100967, ,01/01/2024,46725,2024,1189218
802940,Joel Agostinho,/joel-agostinho/profil/spieler/802940,joel-agostinho,10/06/1997,27,136,-,Mediocentro,24925, ,01/07/2023,46725,2024,802940
973938,David Gutiérrez,/david-gutierrez/profil/spieler/973938,david-gutierrez,-,,5,-,Mediocentro,64781, ,04/07/2023,46725,2024,973938
564558,Miky Braz,/miky-braz/profil/spieler/564558,miky-braz,01/10/1997,26,5,1.79,Mediocentro,40270, ,31/08/2021,46725,2024,564558
1101014,Alexandre Davos,/alexandre-davos/profil/spieler/1101014,alexandre-davos,23/06/1988,36,157,-,Mediocentro,41887, ,01/07/2022,46725,2024,1101014
1099806,Adrián Morales,/adrian-morales/profil/spieler/1099806,adrian-morales,09/04/1995,29,9,1.69,Mediocentro,64781, ,01/08/2023,46725,2024,1099806
166091,Sebastiàn Bertrán,/sebastian-bertran/profil/spieler/166091,sebastian-bertran,10/12/1992,31,5,1.73,Mediocentro ofensivo,84028, ,01/08/2023,46725,2024,166091
647174,Hélder Teixeira,/helder-teixeira/profil/spieler/647174,helder-teixeira,04/10/1996,27,136,-,Mediocentro ofensivo,62573,izquierdo,31/01/2024,46725,2024,647174
585540,Carles Bernet,/carles-bernet/profil/spieler/585540,carles-bernet,01/01/1996,28,5,-,Extremo izquierdo,10741, ,01/07/2023,46725,2024,585540
865137,Biel Gelabert,/biel-gelabert/profil/spieler/865137,biel-gelabert,03/12/2001,22,5,-,Extremo izquierdo,24925, ,01/07/2021,46725,2024,865137
564944,Jonathan Leighton,/jonathan-leighton/profil/spieler/564944,jonathan-leighton,02/10/1996,27,5,1.84,Extremo izquierdo,515,izquierdo,01/01/2022,46725,2024,564944
155891,Gerard Aloy,/gerard-aloy/profil/spieler/155891,gerard-aloy,17/04/1989,35,5,-,Extremo derecho,28633, ,25/08/2023,46725,2024,155891
293211,Cristian González,/cristian-gonzalez/profil/spieler/293211,cristian-gonzalez,30/07/1997,27,5,-,Extremo derecho,77235,derecho,01/07/2024,46725,2024,293211
641216,Iván Fernández,/ivan-fernandez/profil/spieler/641216,ivan-fernandez,04/03/1998,26,5,-,Extremo derecho,77235, ,01/01/2023,46725,2024,641216
641218,Diego Gálvez,/diego-galvez/profil/spieler/641218,diego-galvez,20/11/1997,26,5,-,Extremo derecho,515, ,01/02/2024,46725,2024,641218
129381,Josele,/josele/profil/spieler/129381,josele,11/10/1989,34,157,1.77,Delantero centro,62573, ,31/01/2024,46725,2024,129381
249841,Andreu Matos,/andreu-matos/profil/spieler/249841,andreu-matos,01/12/1995,28,5,1.78,Delantero centro,100967,izquierdo,01/07/2023,46725,2024,249841
647508,Jefferson,/jefferson/profil/spieler/647508,jefferson,01/01/1995,29,26,-,Delantero centro,515,derecho,01/07/2023,46725,2024,647508
1099832,Juan Claros,/juan-claros/profil/spieler/1099832,juan-claros,-,,83,-,Delantero centro,515, ,01/07/2024,46725,2024,1099832
1227159,David Rodríguez,/david-rodriguez/profil/spieler/1227159,david-rodriguez,-,,5,-,Delantero centro,11910, ,01/01/2024,100967,2024,1227159
889666,Luismi Ibáñez,/luismi-ibanez/profil/spieler/889666,luismi-ibanez,11/08/1996,27,157,1.87,Portero,19931,ambidiestro,31/01/2024,62573,2024,889666
1129887,John Audu Utoblo,/john-audu-utoblo/profil/spieler/1129887,john-audu-utoblo,05/07/2003,21,124,1.85,Portero,102967, ,01/08/2023,62573,2024,1129887
120644,Iván Periáñez,/ivan-perianez/profil/spieler/120644,ivan-perianez,25/01/1982,42,5,1.90,Portero,46725, ,01/01/2024,62573,2024,120644
1129900,Solomon Mutam Ogar,/solomon-mutam-ogar/profil/spieler/1129900,solomon-mutam-ogar,03/02/2004,20,124,-,Defensa,102967, ,01/08/2023,62573,2024,1129900
1231902,Carlos López,/carlos-lopez/profil/spieler/1231902,carlos-lopez,02/05/2004,20,157,1.83,Defensa,54642, ,01/01/2024,62573,2024,1231902
138320,Rubén Garcés,/ruben-garces/profil/spieler/138320,ruben-garces,07/11/1993,30,157,1.86,Defensa central,13244,derecho,01/08/2023,62573,2024,138320
603962,Juanma Miranda,/juanma-miranda/profil/spieler/603962,juanma-miranda,01/03/1994,30,157,-,Defensa central,46725, ,01/01/2024,62573,2024,603962
565136,Matías Vaamonde,/matias-vaamonde/profil/spieler/565136,matias-vaamonde,30/11/1989,34,9,1.76,Defensa central,11910, ,01/07/2021,62573,2024,565136
860169,Lucas Andrade,/lucas-andrade/profil/spieler/860169,lucas-andrade,30/10/1995,28,26,1.70,Lateral izquierdo,40270,izquierdo,30/01/2024,62573,2024,860169
