id_jugador,nombre_competicion,jornada,fecha_partido,localidad,jugado_para,jugado_contra,resultado,temporada,minutos_jugados
4968,A2,1,12/07/11,A,413,2231,"1:1 ",2011,90
4968,A2,2,15/07/11,H,413,2662,"2:0 ",2011,90
4968,A2,3,18/07/11,A,413,2157,"1:1 ",2011,90
4968,A2,4,22/07/11,H,413,3551,"0:2 ",2011,90
4968,A2,5,29/07/11,A,413,2364,"0:1 ",2011,90
4968,A2,6,02/08/11,H,413,4467,"4:0 ",2011,90
4968,A2,7,12/08/11,A,413,541,"1:1 ",2011,90
4968,A2,10,26/08/11,H,413,2231,"2:1 ",2011,90
4968,A2,11,09/09/11,A,413,2662,"2:2 ",2011,90
4968,A2,12,16/09/11,H,413,2157,"1:1 ",2011,90
4968,A2,13,23/09/11,A,413,3551,"2:0 ",2011,77
4968,A2,14,30/09/11,H,413,2364,"4:0 ",2011,90
4968,A2,15,14/10/11,A,413,4467,"0:2 ",2011,90
4968,A2,16,21/10/11,H,413,541,"0:3 ",2011,62
4968,A2,18,04/11/11,A,413,4441,"1:1 ",2011,90
4968,A2,19,18/11/11,A,413,2231,"1:1 ",2011,90
4968,A2,21,28/11/11,A,413,2157,"2:2 ",2011,45
4968,A2,23,09/03/12,A,413,2364,"1:2 ",2011,20
4968,A2,24,16/03/12,H,413,4467,"1:1 ",2011,58
4968,ofb,1ª Ronda,05/08/11,A,413,4443,"2:5 ",2011,120
4968,ofb,2° Ronda,20/09/11,A,413,4383,"0:5 ",2011,90
4968,ofb,Octavos de final,26/10/11,A,413,409,"2:1 ",2011,90
173480,NO1,3,02/04/16,H,267,239,"0:1 ",2015,3
173480,NO1,4,10/04/16,H,267,687,"1:1 ",2015,73
173480,NO1,5,17/04/16,A,267,1058,"3:0 ",2015,35
173480,NO1,6,21/04/16,H,267,10217,"1:4 ",2015,45
173480,NO1,7,24/04/16,A,267,76,"2:0 ",2015,80
173480,NO1,8,01/05/16,H,267,2817,"2:2 ",2015,90
173480,NO1,9,07/05/16,A,267,1100,"1:0 ",2015,78
173480,NO1,10,12/05/16,H,267,195,"0:2 ",2015,45
173480,NO1,11,16/05/16,A,267,5619,"1:1 ",2015,6
173480,NO1,12,22/05/16,A,267,2038,"2:2 ",2015,3
173480,NO1,13,29/05/16,H,267,1274,"0:5 ",2015,69
173480,NO1,14,02/07/16,A,267,2761,"2:1 ",2015,74
173480,NO1,15,08/07/16,H,267,501,"1:4 ",2015,4
173480,NO1,16,17/07/16,A,267,687,"2:2 ",2015,26
173480,NO1,17,24/07/16,H,267,76,"2:4 ",2015,45
173480,NO1,19,07/08/16,H,267,1058,"1:2 ",2015,24
173480,NO1,21,21/08/16,H,267,2038,"1:1 ",2015,8
173480,NO1,22,28/08/16,A,267,501,"2:0 ",2015,8
173480,NO1,25,25/09/16,H,267,2761,"1:0 ",2015,70
173480,NO1,26,02/10/16,A,267,239,"2:0 ",2015,71
173480,NO1,27,16/10/16,H,267,1293,"2:1 ",2015,11
173480,NO1,29,30/10/16,H,267,1100,"1:2 ",2015,67
173480,NOPO,1ª Ronda,14/04/16,A,267,36223,"0:8 ",2015,90
173480,NOPO,2° Ronda,27/04/16,A,267,35030,"0:3 ",2015,24
173480,NO1,1,30/03/14,A,267,2817,"4:2 ",2013,24
173480,NO1,2,06/04/14,H,267,2761,"3:1 ",2013,4
173480,NO1,4,21/04/14,A,267,5619,"1:2 ",2013,10
173480,NO1,9,16/05/14,H,267,76,"2:2 ",2013,90
173480,NO1,10,20/05/14,A,267,501,"2:1 ",2013,90
173480,NO1,15,12/07/14,A,267,13025,"1:2 ",2013,3
173480,NO1,16,19/07/14,H,267,501,"2:1 ",2013,3
173480,NO1,18,03/08/14,H,267,687,"1:1 ",2013,8
173480,NO1,19,10/08/14,A,267,195,"3:2 ",2013,45
173480,NO1,21,24/08/14,A,267,1058,"4:1 ",2013,23
173480,NO1,22,31/08/14,H,267,2038,"3:2 ",2013,4
173480,NO1,24,21/09/14,A,267,239,"0:1 ",2013,7
173480,NO1,25,28/09/14,H,267,10217,"3:1 ",2013,7
173480,NO1,26,05/10/14,A,267,1100,"1:2 ",2013,79
173480,NO1,30,09/11/14,A,267,76,"1:0 ",2013,90
173480,NOPO,1ª Ronda,24/04/14,A,267,43890,"0:4 ",2013,90
173480,NOPO,Octavos de final,27/06/14,A,267,10217,"3:2 ",2013,82
173480,ISL,Grupo 3,22/03/13,A,21875,21860,"3:4 ",2012,33
173480,ISL,Cuartos de final,19/04/13,H,21875,1185,"3:1 ",2012,1
173480,ISL,Semifinales,22/04/13,A,21875,1033,"2:1 ",2012,27
173480,ELQ,1ª Ronda - Vuelta,06/07/17,A,3237,23777,"0:2 ",2017,10
173480,ELQ,2° Ronda - ida,13/07/17,A,3237,119,"3:1 ",2017,21
173480,ELQ,2° Ronda - vuelta,20/07/17,H,3237,119,"0:2 ",2017,3
173480,NO2,1,03/04/18,H,5619,2038,"0:0 ",2017,66
173480,NO2,4,22/04/18,H,5619,8442,"4:0 ",2017,90
173480,NO2,5,28/04/18,A,5619,421,"1:3 ",2017,48
173480,NO2,7,13/05/18,A,5619,14761,"2:3 ",2017,13
173480,NO2,8,16/05/18,H,5619,17647,"2:2 ",2017,66
173480,NO2,9,22/05/18,A,5619,239,"0:2 ",2017,30
173480,NO2,10,27/05/18,H,5619,4309,"1:2 ",2017,22
173480,NO2,11,03/06/18,A,5619,13274,"1:0 ",2017,6
173480,NO2,12,10/06/18,H,5619,9987,"3:2 ",2017,9
173480,NO2,13,17/06/18,A,5619,13025,"1:2 ",2017,32
173480,NO2,14,24/06/18,H,5619,9908,"3:0 ",2017,74
173480,NO2,16,22/07/18,H,5619,13025,"4:0 ",2017,45
173480,NO2,17,29/07/18,A,5619,9908,"1:1 ",2017,45
173480,NOPO,1ª Ronda,18/04/18,A,5619,43895,"2:1 ",2017,90
403151,GB1,1,13/08/23,H,631,31,"1:1 ",2023,90
403151,GB1,2,20/08/23,A,631,379,"3:1 ",2023,90
403151,GB1,3,25/08/23,H,631,1031,"3:0 ",2023,90
403151,GB1,4,02/09/23,H,631,703,"0:1 ",2023,90
403151,GB1,5,17/09/23,A,631,989,"0:0 ",2023,90
403151,GB1,6,24/09/23,H,631,405,"0:1 ",2023,90
403151,GB1,7,02/10/23,A,631,931,"0:2 ",2023,90
403151,GB1,8,07/10/23,A,631,1132,"1:4 ",2023,90
403151,GB1,9,21/10/23,H,631,11,"2:2 ",2023,90
403151,GB1,10,28/10/23,H,631,1148,"0:2 ",2023,90
403151,GB1,11,06/11/23,A,631,148,"1:4 ",2023,90
403151,GB1,12,12/11/23,H,631,281,"4:4 ",2023,90
403151,GB1,13,25/11/23,A,631,762,"4:1 ",2023,90
403151,GB1,14,03/12/23,H,631,1237,"3:2 ",2023,90
403151,GB1,15,06/12/23,A,631,985,"2:1 ",2023,90
403151,GB1,16,10/12/23,A,631,29,"2:0 ",2023,84
403151,FAC,5º Ronda,28/02/24,H,631,399,"3:2 ",2023,90
403151,FAC,Cuartos de final,17/03/24,H,631,1003,"4:2 ",2023,90
403151,CGB,2° Ronda,30/08/23,H,631,3884,"2:1 ",2023,90
403151,CGB,3º Ronda,27/09/23,H,631,1237,"1:0 ",2023,90
403151,CGB,4º Ronda,01/11/23,H,631,164,"2:0 ",2023,90
403151,WMQ6,Grupo B,05/09/21,H,157,53,"4:0 ",2020,16
403151,FS,5,17/11/22,A,157,78,"1:3 ",2022,45
403151,GB1,1,07/08/22,A,1237,985,"1:2 ",2022,90
403151,GB1,2,13/08/22,H,1237,762,"0:0 ",2022,90
403151,GB1,3,21/08/22,A,1237,379,"0:2 ",2022,90
403151,GB1,4,27/08/22,H,1237,399,"1:0 ",2022,90
403151,GB1,5,30/08/22,A,1237,931,"2:1 ",2022,90
403151,GB1,6,04/09/22,H,1237,1003,"5:2 ",2022,90
403151,GB1,9,01/10/22,A,1237,31,"3:3 ",2022,90
403151,GB1,10,08/10/22,H,1237,148,"0:1 ",2022,90
403151,GB1,11,14/10/22,A,1237,1148,"2:0 ",2022,90
403151,GB1,12,18/10/22,H,1237,703,"0:0 ",2022,90
403151,GB1,13,22/10/22,A,1237,281,"3:1 ",2022,90
403151,GB1,14,29/10/22,H,1237,631,"4:1 ",2022,90
403151,GB1,15,05/11/22,A,1237,543,"2:3 ",2022,90
403151,GB1,16,13/11/22,H,1237,405,"1:2 ",2022,90
403151,GB1,17,26/12/22,A,1237,180,"1:3 ",2022,90
403151,GB1,18,31/12/22,H,1237,11,"2:4 ",2022,90
403151,GB1,19,03/01/23,A,1237,29,"1:4 ",2022,90
403151,GB1,20,14/01/23,H,1237,31,"3:0 ",2022,90
403151,GB1,21,21/01/23,A,1237,1003,"2:2 ",2022,90
403151,GB1,22,04/02/23,H,1237,989,"1:0 ",2022,90
403151,GB1,23,11/02/23,A,1237,873,"1:1 ",2022,90
403151,GB1,24,18/02/23,H,1237,931,"0:1 ",2022,90
403151,GB1,31,15/04/23,A,1237,631,"1:2 ",2022,90
403151,FAC,Cuartos de final,19/03/23,H,1237,1034,"5:0 ",2022,90
403151,FAC,Semifinales,23/04/23,H,1237,985,"6:7 ",2022,120
403151,GB1,1,14/08/21,A,1237,1132,"1:2 ",2021,90
403151,GB1,2,21/08/21,H,1237,1010,"2:0 ",2021,90
403151,GB1,3,28/08/21,H,1237,29,"0:2 ",2021,90
403151,GB1,4,11/09/21,A,1237,1148,"0:1 ",2021,90
403151,GB1,5,19/09/21,H,1237,1003,"2:1 ",2021,90
403151,GB1,6,27/09/21,A,1237,873,"1:1 ",2021,90
403151,GB1,7,02/10/21,H,1237,11,"0:0 ",2021,90
403151,GB1,8,16/10/21,A,1237,1123,"0:0 ",2021,90
403151,GB1,9,23/10/21,H,1237,281,"1:4 ",2021,90
403151,GB1,10,30/10/21,A,1237,31,"2:2 ",2021,90
403151,GB1,11,06/11/21,H,1237,762,"1:1 ",2021,90
403151,GB1,13,27/11/21,H,1237,399,"0:0 ",2021,90
403151,GB1,14,01/12/21,A,1237,379,"1:1 ",2021,90
403151,GB1,15,04/12/21,A,1237,180,"1:1 ",2021,90
403151,GB1,17,15/12/21,H,1237,543,"0:1 ",2021,90
403151,GB1,19,26/12/21,H,1237,1148,"2:0 ",2021,90
403151,GB1,20,29/12/21,A,1237,631,"1:1 ",2021,90
403151,GB1,21,02/01/22,A,1237,29,"2:3 ",2021,90
403151,GB1,22,14/01/22,H,1237,873,"1:1 ",2021,90
403151,GB1,24,18/01/22,H,1237,631,"1:1 ",2021,90
403151,GB1,23,23/01/22,A,1237,1003,"1:1 ",2021,90
403151,GB1,25,12/02/22,A,1237,1010,"0:2 ",2021,90
403151,GB1,18,15/02/22,A,1237,985,"2:0 ",2021,90
403151,GB1,26,19/02/22,H,1237,1132,"0:3 ",2021,90
403151,GB1,27,26/02/22,H,1237,405,"0:2 ",2021,90
403151,GB1,28,05/03/22,A,1237,762,"2:1 ",2021,90
403151,GB1,29,12/03/22,H,1237,31,"0:2 ",2021,90
403151,GB1,16,16/03/22,H,1237,148,"0:2 ",2021,90
403151,GB1,31,02/04/22,H,1237,1123,"0:0 ",2021,90
403151,GB1,32,09/04/22,A,1237,11,"1:2 ",2021,90
403151,GB1,33,16/04/22,A,1237,148,"0:1 ",2021,90
403151,GB1,30,20/04/22,A,1237,281,"3:0 ",2021,90
403151,GB1,34,24/04/22,H,1237,180,"2:2 ",2021,90
403151,GB1,35,30/04/22,A,1237,543,"0:3 ",2021,90
403151,GB1,36,07/05/22,H,1237,985,"4:0 ",2021,90
403151,GB1,37,15/05/22,A,1237,399,"1:1 ",2021,90
403151,GB1,38,22/05/22,H,1237,379,"3:1 ",2021,90
403151,FAC,4º Ronda,05/02/22,A,1237,148,"3:1 ",2021,90
403151,GB3,1,03/08/19,A,1088,1074,"2:3 ",2019,90
403151,GB3,2,10/08/19,H,1088,2454,"1:1 ",2019,90
403151,GB3,3,17/08/19,A,1088,3054,"0:0 ",2019,90
403151,GB3,4,20/08/19,H,1088,289,"1:2 ",2019,90
403151,GB3,5,24/08/19,H,1088,1181,"0:0 ",2019,90
403151,GB3,6,31/08/19,A,1088,2793,"0:3 ",2019,90
403151,GB3,8,14/09/19,A,1088,1072,"6:0 ",2019,90
403151,GB3,9,17/09/19,H,1088,1198,"1:1 ",2019,90
403151,GB3,10,21/09/19,A,1088,11177,"2:1 ",2019,90
403151,GB3,11,28/09/19,H,1088,2805,"0:3 ",2019,90
403151,GB3,12,05/10/19,A,1088,3884,"3:2 ",2019,90
403151,GB3,13,12/10/19,H,1088,3688,"2:1 ",2019,90
403151,GB3,18,16/11/19,A,1088,990,"2:1 ",2019,90
403151,GB3,19,23/11/19,H,1088,1020,"0:3 ",2019,90
403151,GB3,20,07/12/19,A,1088,1194,"0:1 ",2019,90
403151,GB3,22,21/12/19,A,1088,2963,"3:1 ",2019,90
403151,GB3,23,26/12/19,H,1088,11177,"2:3 ",2019,90
403151,GB3,24,29/12/19,A,1088,2814,"1:0 ",2019,90
403151,GB3,25,01/01/20,A,1088,3688,"1:2 ",2019,90
403151,GB3,27,11/01/20,H,1088,355,"2:0 ",2019,90
403151,GB3,31,01/02/20,H,1088,3054,"1:0 ",2019,90
403151,GB3,32,08/02/20,A,1088,2454,"1:1 ",2019,90
403151,GB3,33,11/02/20,A,1088,289,"3:0 ",2019,90
403151,GB3,35,22/02/20,H,1088,990,"1:2 ",2019,90
403151,GB3,36,28/02/20,A,1088,1020,"3:0 ",2019,90
403151,GB3,37,07/03/20,H,1088,1194,"3:1 ",2019,90
403151,GB4,1,04/08/18,A,3455,1034,"1:4 ",2018,90
403151,GB4,2,11/08/18,H,3455,1078,"1:1 ",2018,90
403151,GB4,3,18/08/18,A,3455,2413,"1:1 ",2018,90
403151,GB4,4,21/08/18,H,3455,3684,"0:0 ",2018,90
403151,GB4,5,25/08/18,H,3455,352,"1:1 ",2018,90
403151,GB4,6,01/09/18,A,3455,1045,"1:3 ",2018,90
403151,GB4,7,08/09/18,H,3455,1211,"1:1 ",2018,90
403151,GB4,8,15/09/18,A,3455,991,"1:1 ",2018,90
403151,GB4,9,22/09/18,H,3455,3537,"1:0 ",2018,90
403151,GB4,10,29/09/18,A,3455,2436,"1:1 ",2018,90
403151,GB4,11,02/10/18,A,3455,986,"1:3 ",2018,90
403151,GB4,12,06/10/18,H,3455,3716,"1:1 ",2018,90
403151,GB4,13,13/10/18,A,3455,1302,"2:1 ",2018,90
403151,GB4,14,20/10/18,H,3455,3371,"1:1 ",2018,90
403151,GB4,16,27/10/18,A,3455,6699,"1:2 ",2018,90
403151,GB4,17,03/11/18,A,3455,1198,"2:1 ",2018,90
403151,GB4,21,08/12/18,A,3455,972,"1:2 ",2018,90
403151,GB1,7,01/11/20,A,1237,148,"2:1 ",2020,90
403151,GB1,13,16/12/20,A,1237,931,"0:0 ",2020,90
403151,GB1,14,20/12/20,H,1237,350,"1:1 ",2020,90
403151,GB1,15,27/12/20,A,1237,379,"2:2 ",2020,90
403151,GB1,16,29/12/20,H,1237,11,"0:1 ",2020,90
403151,GB1,17,02/01/21,H,1237,543,"3:3 ",2020,90
403151,GB1,18,13/01/21,A,1237,281,"1:0 ",2020,90
403151,GB1,19,16/01/21,A,1237,399,"0:1 ",2020,90
403151,GB1,20,27/01/21,H,1237,931,"0:0 ",2020,90
403151,GB1,21,31/01/21,H,1237,148,"1:0 ",2020,90
403151,GB1,22,03/02/21,A,1237,31,"0:1 ",2020,90
403151,GB1,23,06/02/21,A,1237,1132,"1:1 ",2020,90
403151,GB1,24,13/02/21,H,1237,405,"0:0 ",2020,90
403151,GB1,25,22/02/21,H,1237,873,"1:2 ",2020,90
403151,GB1,26,27/02/21,A,1237,984,"1:0 ",2020,90
403151,GB1,27,06/03/21,H,1237,1003,"1:2 ",2020,90
403151,GB1,28,14/03/21,A,1237,180,"1:2 ",2020,90
403151,GB1,29,20/03/21,H,1237,762,"3:0 ",2020,90
403151,GB1,30,04/04/21,A,1237,985,"2:1 ",2020,90
403151,GB1,31,12/04/21,H,1237,29,"0:0 ",2020,90
403151,GB1,32,20/04/21,A,1237,631,"0:0 ",2020,90
403151,GB1,33,24/04/21,A,1237,350,"1:0 ",2020,90
403151,GB1,34,01/05/21,H,1237,399,"2:0 ",2020,90
403151,GB1,35,09/05/21,A,1237,543,"2:1 ",2020,90
403151,GB1,36,15/05/21,H,1237,379,"1:1 ",2020,90
403151,GB1,37,18/05/21,H,1237,281,"3:2 ",2020,90
403151,GB1,38,23/05/21,A,1237,11,"2:0 ",2020,90
403151,GB21,4,03/10/20,A,39336,9267,"2:3 ",2020,90
403151,GB21,5,17/10/20,H,39336,9252,"1:0 ",2020,90
403151,GB21,10,30/11/20,A,39336,36546,"0:1 ",2020,90
403151,GBFL,Grupo B7,29/08/17,A,39336,991,"2:0 ",2017,90
403151,GBFL,Grupo B7,03/10/17,A,39336,988,"6:7 ",2017,90
403151,GB21,1,14/08/17,A,39336,33614,"1:2 ",2017,90
403151,GB21,2,21/08/17,H,39336,9262,"4:2 ",2017,90
403151,GB21,6,25/09/17,A,39336,405,"1:0 ",2017,90
403151,GB21,8,20/10/17,H,39336,9256,"2:2 ",2017,36
403151,GB21,12,08/12/17,A,39336,9262,"1:1 ",2017,90
403151,GB21,13,18/12/17,H,39336,33614,"1:1 ",2017,90
403151,GB21,17,05/02/18,H,39336,405,"3:0 ",2017,90
403151,GB21,18,16/02/18,A,39336,9258,"0:2 ",2017,80
403151,GB21,20,09/03/18,A,39336,9256,"0:3 ",2017,90
403151,GB21,21,16/04/18,H,39336,24219,"5:1 ",2017,90
403151,GB21,22,23/04/18,A,39336,24226,"0:5 ",2017,90
403151,E21P,Semifinales,27/04/18,H,39336,9256,"3:0 ",2017,90
403151,E21P,Final,12/05/18,A,39336,405,"0:2 ",2017,90
403151,GB21,18,04/03/19,H,39336,39337,"2:1 ",2018,90
403151,GB21,19,11/03/19,A,39336,9258,"2:2 ",2018,90
403151,GB21,20,05/04/19,H,39336,2288,"2:2 ",2018,90
403151,GB21,21,15/04/19,A,39336,9261,"1:0 ",2018,90
403151,GB21,22,03/05/19,H,39336,9250,"1:2 ",2018,90
403151,GB21,3,23/03/16,H,39336,9253,"1:1 ",2015,90
809240,RO1,1,15/07/24,A,11380,9465,"0:0 ",2024,90
809240,RO1,2,22/07/24,H,11380,54585,"1:2 ",2024,90
809240,RO1,3,27/07/24,A,11380,33966,"1:2 ",2024,90
809240,RO1,4,02/08/24,A,11380,312,"4:1 ",2024,90
809240,FS,24,17/11/22,A,140,155,"1:0 ",2022,45
809240,R2AP,1,19/03/23,A,11380,312,"1:1 ",2022,90
809240,R2AP,2,31/03/23,A,11380,33966,"1:1 ",2022,50
809240,R2AP,5,22/04/23,H,11380,61687,"1:0 ",2022,90
809240,R2AP,6,01/05/23,H,11380,312,"2:2 ",2022,90
809240,R2AP,7,07/05/23,H,11380,33966,"1:1 ",2022,90
809240,R2AP,8,10/05/23,A,11380,20770,"1:0 ",2022,90
809240,R2AP,9,16/05/23,H,11380,4959,"1:0 ",2022,90
809240,R2AP,10,20/05/23,A,11380,61687,"4:2 ",2022,90
809240,ROMP,4º Ronda,27/09/22,A,11380,56364,"2:4 ",2022,74
809240,ROMP,Grupo B,19/10/22,H,11380,8818,"0:1 ",2022,59
809240,ROMP,Grupo B,08/12/22,A,11380,4959,"0:2 ",2022,90
809240,RO2,1,06/08/22,H,11380,34750,"1:0 ",2022,90
809240,RO2,2,13/08/22,A,11380,37624,"1:3 ",2022,90
809240,RO2,3,20/08/22,H,11380,84065,"1:1 ",2022,90
809240,RO2,4,28/08/22,A,11380,37255,"3:2 ",2022,90
809240,RO2,5,05/09/22,H,11380,72297,"2:1 ",2022,53
809240,RO2,10,16/10/22,A,11380,39835,"1:1 ",2022,45
809240,RO2,11,24/10/22,H,11380,60790,"0:0 ",2022,90
809240,RO2,12,01/11/22,A,11380,4959,"1:1 ",2022,90
809240,RO2,13,06/11/22,H,11380,62129,"3:1 ",2022,90
809240,RO2,14,12/11/22,A,11380,20770,"2:3 ",2022,90
809240,RO2,15,25/11/22,H,11380,15945,"0:1 ",2022,90
809240,RO2,16,01/12/22,A,11380,61687,"1:1 ",2022,83
809240,RO2,17,23/02/23,H,11380,36593,"1:1 ",2022,90
809240,RO2,18,07/03/23,H,11380,29700,"3:1 ",2022,90
809240,RO2,19,12/03/23,A,11380,11267,"1:1 ",2022,90
809240,RORE,Repechaje - Ida,28/05/23,H,11380,952,"0:0 ",2022,90
809240,RORE,Repechaje - Vuelta,04/06/23,A,11380,952,"5:1 ",2022,66
809240,U19Q,Grupo B1,22/03/23,A,140,125,"4:0 ",2022,4
603944,ARM2,1,06/08/18,A,67628,37906,"1:2 ",2018,90
603944,ARM2,6,17/09/18,A,67628,37917,"0:3 ",2018,1
603944,ARM2,19,04/03/19,A,37923,37918,"3:1 ",2018,45
603944,ARM2,20,07/03/19,H,37923,67628,"0:8 ",2018,63
603944,ARM2,21,10/03/19,A,37923,34625,"3:3 ",2018,45
603944,ARM2,22,28/03/19,H,37923,21694,"0:4 ",2018,57
603944,ARM2,23,01/04/19,H,37923,37917,"1:1 ",2018,61
603944,ARM2,28,06/05/19,H,37923,67629,"4:4 ",2018,59
603944,ARM2,31,27/05/19,A,37923,67628,"5:0 ",2018,67
603944,ARM2,32,01/06/19,H,37923,34625,"0:8 ",2018,10
603944,ARM2,33,13/06/19,A,37923,21694,"4:0 ",2018,39
809240,FS,13,03/08/21,H,140,24,"2:2 ",2021,59
809240,FS,2,05/08/21,H,140,24,"2:3 ",2021,40
809240,FS,47,08/10/21,H,140,136,"1:2 ",2021,90
809240,FS,46,10/10/21,A,140,157,"3:1 ",2021,38
809240,FS,3,12/10/21,H,140,174,"1:0 ",2021,90
809240,FS,17,23/03/22,A,140,174,"3:0 ",2021,80
809240,FS,3,03/06/22,A,140,215,"0:3 ",2021,45
403151,FAC,1ª Ronda,10/11/19,A,1088,1112,"0:0 ",2019,90
403151,FAC,Eliminatorias de la 1ª ronda,19/11/19,H,1088,1112,"1:0 ",2019,90
403151,FAC,2° Ronda,01/12/19,H,1088,3489,"0:0 ",2019,90
403151,FAC,Eliminatorias de la 2° ronda,16/12/19,A,1088,3489,"1:2 ",2019,90
403151,FAC,3º Ronda,04/01/20,H,1088,762,"1:1 ",2019,90
403151,FAC,Eliminatorias de la 3° ronda,14/01/20,A,1088,762,"4:1 ",2019,45
403151,CGB,1ª Ronda,13/08/19,H,1088,355,"5:2 ",2019,90
403151,CGB,2° Ronda,27/08/19,H,1088,1220,"2:1 ",2019,90
403151,CGB,3º Ronda,25/09/19,A,1088,985,"6:5 ",2019,90
403151,GBFL,Grupo B7,30/08/16,A,39336,2793,"2:0 ",2016,90
403151,GBFL,Grupo B7,04/10/16,A,39336,3684,"5:6 ",2016,90
403151,GBFL,Octavos de final,10/01/17,A,39336,990,"3:0 ",2016,90
403151,GB21,1,15/08/16,A,39336,9256,"0:0 ",2016,90
403151,GB21,2,22/08/16,H,39336,405,"1:1 ",2016,90
403151,GB21,3,26/08/16,H,39336,9262,"1:0 ",2016,90
403151,GB21,4,12/09/16,A,39336,29990,"1:0 ",2016,90
403151,GB21,5,19/09/16,H,39336,9253,"1:2 ",2016,90
403151,GB21,6,26/09/16,A,39336,9267,"0:0 ",2016,90
403151,GB21,7,17/10/16,H,39336,9258,"0:0 ",2016,90
403151,GB21,8,22/10/16,A,39336,24219,"1:1 ",2016,90
403151,GB21,9,31/10/16,H,39336,33614,"1:1 ",2016,90
403151,GB21,10,21/11/16,A,39336,2288,"1:0 ",2016,90
403151,GB21,14,07/01/17,A,39336,9253,"1:0 ",2016,90
403151,GB21,15,16/01/17,H,39336,9267,"3:0 ",2016,90
403151,GB21,17,06/02/17,H,39336,2288,"1:0 ",2016,90
403151,GB21,18,20/02/17,A,39336,24226,"2:1 ",2016,90
403151,GB21,22,24/04/17,A,39336,33614,"0:0 ",2016,90
403151,18GB,1,11/03/17,A,9606,6893,"2:0 ",2016,90
603944,ARPO,1ª Ronda,05/10/23,A,110710,23911,"5:1 ",2023,62
603944,ARM2,3,15/08/23,H,110710,91561,"0:1 ",2023,26
603944,ARM2,4,21/08/23,A,110710,10639,"1:1 ",2023,49
603944,ARM2,5,25/08/23,H,110710,46502,"1:2 ",2023,24
603944,ARM2,6,30/08/23,A,110710,110711,"0:1 ",2023,45
603944,ARM2,7,16/09/23,H,110710,37906,"5:2 ",2023,75
603944,ARM2,8,22/09/23,A,110710,110709,"0:1 ",2023,85
603944,ARM2,9,26/09/23,H,110710,100827,"0:4 ",2023,61
603944,ARM2,10,30/09/23,A,110710,41002,"0:0 ",2023,45
603944,ARM2,11,19/10/23,H,110710,67629,"1:1 ",2023,45
603944,ARM2,12,25/10/23,A,110710,37917,"1:2 ",2023,90
603944,ARM2,13,29/10/23,H,110710,60368,"0:1 ",2023,77
603944,ARM2,14,04/11/23,A,110710,37918,"5:1 ",2023,90
603944,ARM2,15,08/11/23,H,110710,21694,"1:3 ",2023,90
603944,ARM2,1,12/11/23,A,110710,23911,"2:0 ",2023,65
603944,ARM2,16,29/11/23,H,110710,23911,"0:1 ",2023,90
603944,ARM2,18,04/03/24,A,110710,91561,"8:0 ",2023,90
603944,ARM2,19,10/03/24,H,110710,10639,"1:4 ",2023,90
603944,ARM2,20,16/03/24,A,110710,46502,"6:1 ",2023,82
603944,ARM2,21,06/04/24,H,110710,110711,"1:4 ",2023,90
603944,ARM2,22,10/04/24,A,110710,37906,"9:0 ",2023,90
603944,ARM2,23,15/04/24,H,110710,110709,"0:4 ",2023,90
603944,ARM2,26,04/05/24,A,110710,67629,"2:1 ",2023,90
603944,ARM2,27,08/05/24,H,110710,37917,"2:2 ",2023,90
603944,ARM2,28,15/05/24,A,110710,60368,"6:1 ",2023,90
603944,ARM2,29,21/05/24,H,110710,37918,"0:6 ",2023,45
603944,ARM2,30,27/05/24,A,110710,21694,"4:0 ",2023,90
809240,R2AP,1,28/03/24,A,11380,41061,"1:1 ",2023,90
809240,R2AP,2,04/04/24,A,11380,11390,"1:1 ",2023,20
809240,R2AP,3,11/04/24,H,11380,78257,"0:0 ",2023,90
809240,R2AP,4,14/04/24,A,11380,29700,"1:1 ",2023,19
809240,R2AP,5,21/04/24,H,11380,37255,"1:0 ",2023,26
809240,R2AP,6,25/04/24,H,11380,41061,"2:2 ",2023,45
809240,R2AP,9,07/05/24,H,11380,29700,"3:0 ",2023,45
809240,R2AP,10,11/05/24,A,11380,37255,"0:1 ",2023,90
809240,ROMP,3º Ronda,16/08/23,A,11380,9464,"0:2 ",2023,90
809240,ROMP,Grupo D,02/11/23,H,11380,29831,"1:0 ",2023,90
809240,ROMP,Grupo D,05/12/23,A,11380,37227,"1:1 ",2023,45
809240,RO2,1,08/08/23,A,11380,11390,"0:0 ",2023,24
809240,RO2,2,12/08/23,H,11380,37227,"2:1 ",2023,23
809240,RO2,3,22/08/23,A,11380,12680,"1:1 ",2023,90
809240,RO2,4,26/08/23,H,11380,37624,"1:0 ",2023,45
809240,RO2,8,30/09/23,H,11380,61687,"4:4 ",2023,18
809240,RO2,9,07/10/23,A,11380,84065,"1:2 ",2023,17
809240,RO2,12,06/11/23,A,11380,29700,"0:1 ",2023,90
809240,RO2,13,10/11/23,H,11380,8687,"1:1 ",2023,42
809240,RO2,14,24/11/23,A,11380,72297,"0:1 ",2023,90
809240,RO2,15,01/12/23,H,11380,37255,"0:2 ",2023,45
809240,RO2,17,01/03/24,H,11380,41061,"2:1 ",2023,23
809240,RO2,19,16/03/24,H,11380,62129,"5:0 ",2023,81
809240,SU20,Grupo 1,26/03/24,H,140,135,"1:1 ",2023,1
809240,ROMP,Ronda intermedia,22/09/21,A,37239,84065,"1:2 ",2021,90
